#gen specno fitness lum vph C Mg Si S Ca Cr Ni0 Fe0
52 146 9.29249698359e+26 9.04 11942.5 0.001181 0.186673 0.284895 0.041119 0.048496 0.006567 0.002023 0.006442
52 147 9.33939025081e+26 9.04 12238.8 0.00167 0.186673 0.274857 0.041305 0.048496 0.006567 0.001815 0.0065
52 148 8.68453897485e+26 9.037 11995.8 0.001079 0.186673 0.307354 0.041684 0.046395 0.005421 0.002304 0.0065
53 0 1.06897452471e+27 9.031 11826.5 0.00167 0.21106 0.306922 0.041305 0.047383 0.005275 0.002023 0.006798
53 1 1.06192109662e+27 9.034 11942.5 0.001134 0.189166 0.259278 0.041119 0.048694 0.005782 0.002052 0.006189
53 2 1.05971113892e+27 9.031 11942.5 0.001055 0.186673 0.306964 0.04473 0.045387 0.005774 0.001994 0.007282
53 3 1.05971113892e+27 9.031 11942.5 0.001055 0.186673 0.306964 0.04473 0.045387 0.005774 0.001994 0.007282
53 4 1.05564291541e+27 9.031 11942.5 0.001266 0.186673 0.294268 0.04576 0.048741 0.00493 0.001994 0.006646
53 5 1.05243385516e+27 9.031 11942.5 0.001134 0.21106 0.284895 0.043114 0.049931 0.006466 0.001745 0.007351
53 6 1.04121612157e+27 9.037 12456.0 0.00167 0.21106 0.306239 0.041119 0.044617 0.006567 0.002148 0.006442
53 7 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 8 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 9 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 10 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 11 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 12 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 13 1.03818983315e+27 9.04 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.00513 0.001915 0.006031
53 14 1.03818983315e+27 9.04 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.00513 0.001915 0.006031
53 15 9.55608604091e+26 9.04 11942.5 0.001503 0.218645 0.259278 0.041119 0.04308 0.006062 0.002153 0.006753
53 16 9.07263576295e+26 9.037 11942.5 0.00175 0.194765 0.259278 0.041119 0.046395 0.006466 0.001988 0.006048
53 17 8.63486696201e+26 9.037 12373.5 0.001181 0.186742 0.254748 0.042092 0.044324 0.006567 0.001988 0.006798
53 18 9.14248478481e+26 9.037 11960.2 0.001104 0.206556 0.259278 0.041119 0.046395 0.00578 0.002472 0.006733
53 19 8.11113505626e+26 9.04 12419.0 0.001463 0.179685 0.255646 0.041119 0.049287 0.007063 0.001894 0.006031
53 20 8.8869213849e+26 9.031 11910.7 0.001638 0.221254 0.306922 0.040718 0.047383 0.005275 0.002023 0.006865
53 21 9.39745654091e+26 9.037 11826.5 0.00175 0.194765 0.284245 0.035414 0.046395 0.00493 0.001988 0.006031
53 22 9.38543249696e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.04305 0.006092 0.001915 0.006189
53 23 9.47093867433e+26 9.037 11942.5 0.001181 0.186673 0.259278 0.041119 0.044324 0.006567 0.001988 0.006189
53 24 1.01372393221e+27 9.031 11826.5 0.00167 0.221254 0.306922 0.041305 0.047383 0.005275 0.002023 0.006798
53 25 8.8350084883e+26 9.031 12154.8 0.001093 0.169556 0.267444 0.041119 0.046395 0.006841 0.00186 0.005888
53 26 7.97690515974e+26 9.037 12851.6 0.001134 0.220978 0.278179 0.04576 0.042976 0.0063 0.002177 0.006139
53 27 9.15705383828e+26 9.037 12154.8 0.001663 0.186673 0.324591 0.044989 0.044617 0.006162 0.002304 0.006798
53 28 8.85644278491e+26 9.031 11826.5 0.001055 0.198344 0.330051 0.041658 0.046377 0.005275 0.001994 0.006189
53 29 8.85729003968e+26 9.04 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.00513 0.001915 0.006189
53 30 8.19913071745e+26 9.04 11768.7 0.001034 0.186673 0.294268 0.041119 0.035061 0.006567 0.001896 0.0065
53 31 8.59765751143e+26 9.037 11942.5 0.001079 0.186673 0.304155 0.041119 0.048496 0.005774 0.002304 0.006189
53 32 8.4192743788e+26 9.037 11725.2 0.00175 0.186673 0.307354 0.041119 0.035061 0.00493 0.002157 0.006189
53 33 8.42020175817e+26 9.04 11942.5 0.001134 0.194792 0.307354 0.041119 0.042976 0.00557 0.002304 0.005888
53 34 9.00579223791e+26 9.04 12262.7 0.00175 0.21106 0.306239 0.042132 0.044617 0.006567 0.001994 0.006865
53 35 9.26326023842e+26 9.034 11826.5 0.00175 0.186673 0.307354 0.041119 0.046395 0.00513 0.001954 0.006665
53 36 8.69364742051e+26 9.037 11942.5 0.001034 0.186673 0.330051 0.043459 0.048741 0.00493 0.001896 0.006089
53 37 9.21933525804e+26 9.037 11826.5 0.001663 0.186673 0.307354 0.041078 0.044617 0.00557 0.002304 0.006189
53 38 9.4287619153e+26 9.037 11942.5 0.001055 0.20116 0.306239 0.040718 0.045215 0.006466 0.001894 0.006466
53 39 8.81268324806e+26 9.034 12306.8 0.001832 0.186673 0.307354 0.041119 0.046395 0.00513 0.001954 0.006665
53 40 9.20805324699e+26 9.04 12032.1 0.001603 0.20116 0.259278 0.043088 0.035323 0.006466 0.002045 0.006031
53 41 9.4451104739e+26 9.037 11942.5 0.001134 0.17765 0.259278 0.041119 0.038937 0.005118 0.002177 0.006239
53 42 9.5222877913e+26 9.037 11942.5 0.001134 0.186673 0.306964 0.041119 0.046395 0.005421 0.002304 0.006367
53 43 9.06820462528e+26 9.04 12044.2 0.001503 0.218645 0.279248 0.041119 0.04308 0.006062 0.001915 0.006442
53 44 8.94014905008e+26 9.031 11942.5 0.001079 0.191046 0.304155 0.041119 0.048496 0.005774 0.002304 0.006189
53 45 8.68527344021e+26 9.037 11382.9 0.001663 0.186673 0.278179 0.041119 0.042976 0.006567 0.001894 0.006798
53 46 9.33663453518e+26 9.04 11725.2 0.001663 0.187558 0.294268 0.041119 0.044617 0.00557 0.002157 0.006798
53 47 3.36010238133e+26 9.112 11576.0 0.001169 0.186673 0.259278 0.041684 0.045235 0.006245 0.002228 0.006402
53 48 9.03024860507e+26 9.04 11576.0 0.001668 0.21106 0.278179 0.041119 0.045235 0.006567 0.001884 0.006367
53 49 8.43363145283e+26 9.029 11942.5 0.001116 0.203554 0.314634 0.038181 0.040685 0.005091 0.002177 0.006367
53 50 8.19559535754e+26 9.04 12620.6 0.001169 0.196835 0.284895 0.034793 0.045235 0.005508 0.00186 0.007202
53 51 8.92604191952e+26 9.04 12016.2 0.001079 0.186673 0.307354 0.03867 0.045005 0.00513 0.00186 0.006031
53 52 8.72170465753e+26 9.04 11665.2 0.000961 0.186673 0.30657 0.041305 0.045387 0.006092 0.002304 0.006031
53 53 9.11665786598e+26 9.04 11380.7 0.001551 0.220978 0.267444 0.041119 0.049645 0.004893 0.001731 0.0065
53 54 8.83042498962e+26 9.04 12238.8 0.001641 0.186673 0.274857 0.041305 0.049098 0.006567 0.001815 0.0065
53 55 9.80745613873e+26 9.04 11960.2 0.001104 0.206556 0.3263 0.04576 0.046395 0.00578 0.00186 0.006865
53 56 8.47065227536e+26 9.037 12157.9 0.001134 0.186673 0.259278 0.041119 0.042976 0.005618 0.001894 0.006189
53 57 9.84888661808e+26 9.037 11995.8 0.001079 0.199489 0.324591 0.041119 0.046395 0.00557 0.002304 0.006798
53 58 7.10303683793e+26 8.992 11826.5 0.00167 0.196835 0.306964 0.041119 0.048496 0.005774 0.001915 0.006665
53 59 8.3398454145e+26 9.04 12419.0 0.001603 0.187558 0.337636 0.041119 0.045387 0.007063 0.001944 0.006031
53 60 8.00265838228e+26 9.031 12806.7 0.001134 0.189166 0.320639 0.041119 0.042976 0.006567 0.002148 0.006089
53 61 9.03754594444e+26 9.04 11942.5 0.001663 0.186742 0.283345 0.044989 0.035061 0.005605 0.001994 0.006798
53 62 9.06730115286e+26 9.037 11942.5 0.00167 0.21106 0.307354 0.041119 0.048496 0.00557 0.001809 0.006189
53 63 8.92975446353e+26 9.037 11403.5 0.001236 0.186673 0.307354 0.041119 0.047383 0.00639 0.002023 0.006798
53 64 8.70488636624e+26 9.037 11942.5 0.000961 0.201776 0.30657 0.041305 0.042976 0.00513 0.001915 0.006031
53 65 8.45567960014e+26 9.037 12463.1 0.001079 0.191046 0.284245 0.043061 0.042976 0.005354 0.002304 0.006189
53 66 8.35568118156e+26 9.04 12384.3 0.001079 0.191046 0.279373 0.04576 0.046395 0.005091 0.002168 0.006031
53 67 9.0629809828e+26 9.037 12231.4 0.001079 0.186673 0.259278 0.04473 0.045387 0.005774 0.001994 0.007282
53 68 8.64222650003e+26 9.037 11768.7 0.001034 0.212372 0.284895 0.041119 0.048741 0.006567 0.001731 0.006189
53 69 8.70373479528e+26 9.04 11576.0 0.001663 0.21106 0.278179 0.041119 0.045235 0.006692 0.001884 0.006367
53 70 8.862122372e+26 9.031 12231.4 0.001079 0.181487 0.304155 0.041119 0.048496 0.005774 0.002304 0.006189
53 71 8.83176558745e+26 9.037 11942.5 0.001134 0.169994 0.259278 0.041119 0.04495 0.00493 0.001915 0.00558
53 72 9.40932944506e+26 9.037 11942.5 0.001034 0.186673 0.259278 0.041684 0.046395 0.006186 0.002228 0.0065
53 73 8.34496276563e+26 9.04 12620.6 0.001093 0.186673 0.302557 0.041684 0.047922 0.005508 0.00186 0.0065
53 74 7.26325673139e+26 8.993 11665.2 0.001134 0.194792 0.306964 0.041305 0.045387 0.005774 0.002304 0.006406
53 75 8.49760995273e+26 9.031 11942.5 0.001551 0.187558 0.307354 0.041419 0.046996 0.004643 0.001994 0.006491
53 76 9.00847528564e+26 9.04 11942.5 0.001134 0.186673 0.259278 0.038608 0.042976 0.006275 0.002177 0.006189
53 77 8.93906662825e+26 9.037 11942.5 0.001134 0.196835 0.306964 0.041119 0.048496 0.005782 0.001894 0.006397
53 78 8.96391852686e+26 9.037 11403.5 0.001169 0.174722 0.26063 0.041119 0.040959 0.006092 0.00185 0.006189
53 79 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 80 9.69083165271e+26 9.037 11942.5 0.001738 0.189166 0.276449 0.041119 0.048694 0.005406 0.002052 0.006139
53 81 9.81861576275e+26 9.033 11826.5 0.001034 0.169994 0.306964 0.037847 0.045387 0.006614 0.001894 0.00558
53 82 8.7793646135e+26 9.049 11826.5 0.00175 0.186673 0.306239 0.041119 0.047381 0.00513 0.001954 0.006665
53 83 6.01640603592e+26 8.979 11942.5 0.001095 0.189166 0.284245 0.038315 0.049098 0.006092 0.001745 0.006089
53 84 8.76668755656e+26 9.04 11826.5 0.001455 0.206556 0.306964 0.04576 0.049098 0.005482 0.001915 0.007133
53 85 8.61986870297e+26 9.031 12209.8 0.001055 0.186673 0.306964 0.039186 0.045387 0.005774 0.001994 0.007282
53 86 9.64504943953e+26 9.04 11875.0 0.001134 0.170694 0.307354 0.045984 0.042976 0.005357 0.001994 0.006189
53 87 9.36169381284e+26 9.034 11826.5 0.00175 0.186673 0.307354 0.041119 0.047498 0.00513 0.001954 0.006147
53 88 8.90793384175e+26 9.04 11826.5 0.001079 0.186673 0.307354 0.041684 0.046395 0.005421 0.002304 0.006031
53 89 8.98004965461e+26 9.031 11942.5 0.001134 0.194792 0.306964 0.041119 0.045409 0.005354 0.001894 0.006798
53 90 9.07099297485e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.04576 0.046395 0.006092 0.002061 0.006189
53 91 9.29573615718e+26 9.037 11942.5 0.001134 0.169994 0.259278 0.041119 0.04495 0.006726 0.002304 0.00558
53 92 8.89242297578e+26 9.04 11942.5 0.00167 0.200488 0.280299 0.038315 0.045933 0.007063 0.002052 0.006367
53 93 8.9285404055e+26 9.037 11826.5 0.00175 0.17765 0.307354 0.04576 0.046395 0.005354 0.001745 0.006031
53 94 8.72603821524e+26 9.037 11576.0 0.001503 0.186673 0.262584 0.04473 0.041002 0.00557 0.002304 0.006798
53 95 9.04467974773e+26 9.04 11826.5 0.001134 0.170694 0.307354 0.045678 0.042976 0.005357 0.00186 0.006189
53 96 9.36708997234e+26 9.037 11942.5 0.001551 0.186673 0.284895 0.041119 0.047498 0.007154 0.001894 0.006798
53 97 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 98 9.12824966263e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.040051 0.005482 0.002304 0.006189
53 99 8.78413430513e+26 9.04 12620.6 0.001093 0.21106 0.284895 0.037224 0.047922 0.005508 0.002177 0.006798
53 100 9.19215582734e+26 9.04 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.006726 0.001915 0.00558
53 101 9.25853627213e+26 9.04 11826.5 0.001455 0.220978 0.306964 0.041684 0.049098 0.005482 0.001915 0.007133
53 102 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
53 103 9.08685788599e+26 9.037 11942.5 0.001134 0.169994 0.259278 0.041119 0.04495 0.006726 0.001915 0.00558
53 104 9.41353375749e+26 9.037 11942.5 0.001055 0.186673 0.259278 0.04168 0.042976 0.00557 0.001994 0.006189
53 105 9.26326023842e+26 9.034 11826.5 0.00175 0.186673 0.307354 0.041119 0.046395 0.00513 0.001954 0.006665
53 106 9.45705021759e+26 9.04 11942.5 0.00167 0.186673 0.278179 0.041305 0.048496 0.006567 0.001894 0.0065
53 107 9.06250145674e+26 9.037 11665.2 0.000961 0.186673 0.30657 0.041305 0.045387 0.00557 0.002304 0.006031
53 108 9.16546611118e+26 9.033 11942.5 0.001134 0.186673 0.259278 0.041684 0.042976 0.006614 0.002304 0.00558
53 109 9.04813433985e+26 9.037 11084.3 0.001034 0.169556 0.299514 0.041119 0.046395 0.006841 0.001896 0.006189
53 110 7.03672183255e+26 9.074 11942.5 0.001134 0.20166 0.307354 0.041119 0.035061 0.00557 0.002304 0.005888
53 111 8.22784533886e+26 9.04 12230.7 0.001134 0.17765 0.307354 0.041119 0.038638 0.007291 0.002304 0.006031
53 112 9.00459514341e+26 9.037 11380.7 0.001093 0.169556 0.267444 0.038864 0.046395 0.005091 0.00186 0.005888
53 113 9.27279765954e+26 9.037 11942.5 0.001134 0.194792 0.306964 0.038315 0.045409 0.005533 0.002061 0.006189
53 114 8.76003318504e+26 9.033 11942.5 0.00175 0.189166 0.259175 0.041684 0.045387 0.005336 0.001745 0.005563
53 115 9.01403229028e+26 9.031 12154.8 0.001663 0.183552 0.284895 0.044989 0.042976 0.00557 0.001994 0.006367
53 116 7.76325376598e+26 9.061 11873.4 0.001455 0.183552 0.284895 0.047601 0.046395 0.00513 0.001994 0.006367
53 117 9.13900321581e+26 9.037 11942.5 0.001079 0.167167 0.307354 0.04576 0.04653 0.005091 0.001915 0.00558
53 118 8.70057034422e+26 9.04 12206.2 0.001055 0.183918 0.259278 0.042511 0.042976 0.00557 0.001854 0.006189
53 119 8.55107568088e+26 9.037 12132.8 0.001134 0.196835 0.306964 0.041119 0.04305 0.005774 0.002104 0.006665
53 120 8.22174562146e+26 9.013 12162.3 0.001551 0.21106 0.298771 0.041849 0.047796 0.006349 0.002304 0.005888
53 121 8.98788159758e+26 9.04 12293.7 0.001134 0.215072 0.307354 0.041119 0.046395 0.005774 0.001745 0.006089
53 122 8.10872589811e+26 9.04 12293.7 0.001084 0.186742 0.307354 0.041119 0.046511 0.00557 0.002304 0.006067
53 123 9.23264226756e+26 9.037 11768.7 0.001455 0.186673 0.296765 0.041119 0.046395 0.00513 0.001894 0.0065
53 124 8.30782381377e+26 9.04 11942.5 0.001134 0.189166 0.259278 0.041119 0.044948 0.006627 0.002118 0.006189
53 125 1.00644503889e+27 9.04 11826.5 0.001079 0.191046 0.307354 0.04576 0.046395 0.005091 0.001915 0.006031
53 126 7.68280683308e+26 9.005 12205.9 0.001134 0.186673 0.306964 0.041119 0.046395 0.005774 0.001756 0.007282
53 127 9.03456101207e+26 9.04 11908.3 0.001093 0.186673 0.307354 0.041119 0.046395 0.00513 0.001915 0.005906
53 128 9.16230977982e+26 9.037 11942.5 0.000961 0.201776 0.30657 0.041305 0.042976 0.00513 0.002304 0.006031
53 129 9.07595519657e+26 9.031 11942.5 0.001095 0.186673 0.284895 0.038315 0.042976 0.007154 0.002052 0.006367
53 130 8.83407963424e+26 9.04 11826.5 0.001237 0.187558 0.278179 0.04576 0.048741 0.00513 0.001915 0.006139
53 131 8.4621642241e+26 9.04 12620.6 0.001093 0.196835 0.284895 0.037224 0.045235 0.005508 0.00186 0.007202
53 132 8.27211674288e+26 9.037 11725.2 0.00175 0.194765 0.294268 0.035414 0.033232 0.00493 0.002157 0.006633
53 133 8.66475601266e+26 9.037 11826.5 0.001138 0.186673 0.307354 0.041121 0.046395 0.00513 0.002304 0.006031
53 134 9.23712671265e+26 9.04 11942.5 0.001134 0.220978 0.307354 0.038608 0.046395 0.006546 0.002177 0.007133
53 135 9.29260943449e+26 9.037 12016.2 0.001134 0.186673 0.307354 0.03867 0.042976 0.005774 0.00186 0.005888
53 136 9.24769871925e+26 9.04 11942.5 0.001134 0.186673 0.307354 0.041119 0.042484 0.006092 0.001929 0.006442
53 137 8.22964364767e+26 9.04 11942.5 0.001055 0.186673 0.259278 0.041119 0.042976 0.00557 0.001745 0.006189
53 138 8.69339473928e+26 9.037 11942.5 0.000961 0.201776 0.30657 0.040718 0.042976 0.00513 0.001994 0.005926
53 139 8.92779836363e+26 9.031 12384.3 0.001075 0.169994 0.269643 0.041684 0.045387 0.005275 0.001994 0.005888
53 140 8.70817711306e+26 9.04 11942.5 0.001116 0.21106 0.278179 0.038181 0.044617 0.005091 0.001745 0.007351
53 141 8.9041236778e+26 9.034 11826.5 0.00175 0.186673 0.307354 0.041119 0.046395 0.00557 0.002304 0.006798
53 142 9.09641843814e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.04495 0.005736 0.001885 0.005707
53 143 8.72069940825e+26 9.037 11403.5 0.001236 0.186673 0.284895 0.041119 0.042976 0.006131 0.001894 0.006189
53 144 8.64169368637e+26 9.037 11942.5 0.001551 0.21106 0.294643 0.041849 0.046996 0.00557 0.001915 0.005888
53 145 8.58939293762e+26 9.033 11826.5 0.001034 0.170694 0.331732 0.04576 0.045387 0.005357 0.002023 0.00558
53 146 8.62746974728e+26 9.031 12217.6 0.001266 0.186673 0.294268 0.04576 0.048741 0.006092 0.001994 0.006367
53 147 9.328537507e+26 9.04 11942.5 0.001181 0.21106 0.259278 0.041119 0.048496 0.006074 0.002304 0.006189
53 148 7.83408051629e+26 9.061 11665.2 0.001134 0.220978 0.307354 0.047601 0.046395 0.00513 0.001915 0.008218
54 0 1.06897452471e+27 9.031 11826.5 0.00167 0.21106 0.306922 0.041305 0.047383 0.005275 0.002023 0.006798
54 1 1.06192109662e+27 9.034 11942.5 0.001134 0.189166 0.259278 0.041119 0.048694 0.005782 0.002052 0.006189
54 2 1.05971113892e+27 9.031 11942.5 0.001055 0.186673 0.306964 0.04473 0.045387 0.005774 0.001994 0.007282
54 3 1.05971113892e+27 9.031 11942.5 0.001055 0.186673 0.306964 0.04473 0.045387 0.005774 0.001994 0.007282
54 4 1.05564291541e+27 9.031 11942.5 0.001266 0.186673 0.294268 0.04576 0.048741 0.00493 0.001994 0.006646
54 5 1.05243385516e+27 9.031 11942.5 0.001134 0.21106 0.284895 0.043114 0.049931 0.006466 0.001745 0.007351
54 6 1.04121612157e+27 9.037 12456.0 0.00167 0.21106 0.306239 0.041119 0.044617 0.006567 0.002148 0.006442
54 7 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 8 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 9 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 10 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 11 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 12 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 13 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 14 1.03864007318e+27 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 15 9.63169064489e+26 9.04 11783.9 0.001079 0.189166 0.259175 0.041684 0.046395 0.005336 0.001745 0.006031
54 16 8.87654715691e+26 9.031 11942.5 0.001134 0.194792 0.320639 0.041119 0.045409 0.005354 0.001894 0.006089
54 17 8.97679916003e+26 9.031 12384.3 0.001075 0.196835 0.269643 0.041684 0.045387 0.005774 0.001915 0.005888
54 18 9.68508794626e+26 9.04 11826.5 0.000998 0.186673 0.307354 0.04473 0.046395 0.006726 0.001994 0.007282
54 19 9.80556720185e+26 9.04 11942.5 0.001134 0.220978 0.271637 0.038608 0.046395 0.006546 0.002177 0.007133
54 20 9.23605308475e+26 9.04 11826.5 0.001455 0.206556 0.306964 0.04576 0.049098 0.00557 0.002304 0.007133
54 21 8.94858054802e+26 9.04 11725.2 0.001079 0.191046 0.294268 0.041119 0.044617 0.00557 0.002304 0.006798
54 22 9.60166277307e+26 9.04 11942.5 0.001134 0.183918 0.259278 0.043155 0.042976 0.00557 0.002152 0.006189
54 23 8.70043277487e+26 9.04 12206.2 0.001055 0.183918 0.259278 0.041119 0.042976 0.006061 0.001745 0.006189
54 24 7.39235855417e+26 8.992 11826.5 0.001134 0.170694 0.306964 0.041119 0.042976 0.005357 0.001915 0.006665
54 25 9.28514270657e+26 9.04 11942.5 0.001079 0.167167 0.278179 0.04576 0.048741 0.00513 0.001915 0.00558
54 26 4.90480810297e+26 9.101 11942.5 0.001134 0.186673 0.259278 0.041119 0.047383 0.00557 0.002098 0.006189
54 27 9.42902594096e+26 9.04 11942.5 0.00175 0.186673 0.245823 0.041119 0.042976 0.00557 0.002304 0.006189
54 28 1.03818983315e+27 9.04 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.00513 0.001915 0.006031
54 29 9.27340517021e+26 9.037 11826.5 0.00175 0.200717 0.307354 0.041119 0.046395 0.00557 0.002304 0.006798
54 30 2.90170527682e+26 9.133 11942.5 0.000961 0.201776 0.259278 0.041119 0.042976 0.00513 0.002304 0.006031
54 31 9.13408301441e+26 9.037 11826.5 0.001079 0.186673 0.307354 0.041119 0.046395 0.006873 0.002304 0.00558
54 32 9.24658606111e+26 9.037 12179.5 0.001134 0.194765 0.307354 0.03867 0.042976 0.00493 0.00186 0.005888
54 33 8.77676813687e+26 9.037 11942.5 0.00167 0.186673 0.284895 0.041119 0.047498 0.007154 0.001819 0.006189
54 34 9.34301636029e+26 9.033 11942.5 0.00175 0.189166 0.307354 0.041684 0.045387 0.005354 0.001745 0.005563
54 35 9.50904561763e+26 9.037 11942.5 0.001079 0.186673 0.259278 0.041119 0.042976 0.005774 0.002304 0.006189
54 36 9.61054826206e+26 9.037 11657.8 0.00167 0.206556 0.259278 0.042131 0.046395 0.005275 0.002023 0.006798
54 37 9.33524311832e+26 9.037 11826.5 0.00175 0.17765 0.307354 0.041119 0.046395 0.005774 0.001745 0.006031
54 38 9.56445326175e+26 9.031 11826.5 0.00167 0.21106 0.306922 0.041305 0.049931 0.006466 0.002023 0.006655
54 39 8.98788159758e+26 9.04 12293.7 0.001134 0.215072 0.307354 0.041119 0.046395 0.005774 0.001745 0.006089
54 40 8.9450242803e+26 9.031 11942.5 0.001266 0.17765 0.282926 0.04576 0.038937 0.005072 0.001994 0.006239
54 41 9.98398715488e+26 9.037 11766.4 0.001134 0.186673 0.294268 0.04576 0.048741 0.006092 0.001994 0.006367
54 42 9.52952647541e+26 9.037 12306.8 0.001134 0.186673 0.259278 0.041119 0.046395 0.00513 0.001915 0.00558
54 43 9.80827482684e+26 9.04 11942.5 0.001079 0.186673 0.259278 0.041684 0.046395 0.00557 0.002304 0.006031
54 44 8.33797738653e+26 9.037 11380.7 0.001093 0.169556 0.267444 0.038864 0.042976 0.005091 0.00186 0.005888
54 45 9.38543249696e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.04305 0.006092 0.001915 0.006189
54 46 9.37288476628e+26 9.037 11942.5 0.001134 0.186673 0.259278 0.041119 0.044023 0.006063 0.002304 0.00558
54 47 9.00550966634e+26 9.04 12032.1 0.001134 0.186673 0.259278 0.043088 0.035323 0.00557 0.002304 0.006031
54 48 8.97358225071e+26 9.037 11768.7 0.001458 0.186673 0.296765 0.041119 0.046395 0.00513 0.00199 0.006668
54 49 6.53051162186e+26 9.074 11942.5 0.001134 0.186673 0.259278 0.041119 0.042976 0.00557 0.002304 0.006189
54 50 8.61354864326e+26 9.04 12620.6 0.001093 0.186673 0.330051 0.041684 0.047922 0.005508 0.001994 0.006189
54 51 8.57255408654e+26 9.04 11942.5 0.001134 0.170694 0.259278 0.045984 0.042976 0.005357 0.001994 0.006189
54 52 9.80745613873e+26 9.04 11960.2 0.001104 0.206556 0.3263 0.04576 0.046395 0.00578 0.00186 0.006865
54 53 9.16021618363e+26 9.031 11942.5 0.001641 0.186673 0.307354 0.041419 0.049098 0.006567 0.001994 0.006491
54 54 9.28575834838e+26 9.04 12238.8 0.001641 0.171856 0.274857 0.041305 0.049098 0.006567 0.001815 0.0065
54 55 8.8215378447e+26 9.031 12230.7 0.001055 0.186673 0.307354 0.04473 0.045387 0.005774 0.002304 0.006031
54 56 8.91604296777e+26 9.049 11826.5 0.00175 0.186673 0.306239 0.041119 0.047381 0.00513 0.001954 0.006798
54 57 9.06550511702e+26 9.033 11826.5 0.001034 0.169994 0.306964 0.037847 0.045387 0.006614 0.001896 0.006189
54 58 9.37453607164e+26 9.037 11910.7 0.001638 0.221254 0.306922 0.041119 0.04495 0.005275 0.001915 0.006865
54 59 9.48685267491e+26 9.037 11942.5 0.001236 0.167167 0.307354 0.04576 0.047383 0.005091 0.001915 0.00558
54 60 8.7654264959e+26 9.037 11942.5 0.001236 0.186673 0.259278 0.041119 0.042976 0.00557 0.001975 0.006189
54 61 9.47630673356e+26 9.034 11826.5 0.00175 0.186673 0.307354 0.041119 0.046395 0.00513 0.001954 0.006147
54 62 8.29533128675e+26 9.031 12262.7 0.00167 0.21106 0.306239 0.041305 0.044617 0.005275 0.002023 0.006798
54 63 9.40714642675e+26 9.031 12154.8 0.001663 0.183552 0.284895 0.043459 0.042976 0.00557 0.001896 0.006089
54 64 7.74519853549e+26 9.061 11665.2 0.001034 0.186673 0.306964 0.04473 0.045387 0.00513 0.001915 0.007282
54 65 1.01294403102e+27 9.034 11826.5 0.00175 0.204334 0.312224 0.045678 0.046395 0.00557 0.002304 0.006189
54 66 8.52348560435e+26 9.037 12373.5 0.001034 0.186673 0.259278 0.042092 0.044324 0.006567 0.002228 0.0065
54 67 8.89996399664e+26 9.04 11826.5 0.001134 0.170694 0.283345 0.042241 0.035061 0.005605 0.00186 0.006798
54 68 8.69706603752e+26 9.037 11942.5 0.001738 0.171091 0.284895 0.041119 0.048694 0.005406 0.001894 0.006139
