  2509.17    0.12048E-15    0.89252E-17    0.22186-159    0.16436-160    0.78314E-15
  6430.94    0.13809E-13    0.56134E-14    0.13745E-13    0.55870E-14    0.38166E-14
  6437.67    0.13710E-13    0.55792E-14    0.12079E-13    0.49154E-14    0.38133E-14
  6444.40    0.13658E-13    0.55645E-14    0.12867E-13    0.52423E-14    0.38099E-14
  6451.14    0.13653E-13    0.55687E-14    0.13478E-13    0.54973E-14    0.38065E-14
  6457.89    0.13623E-13    0.55628E-14    0.14031E-13    0.57296E-14    0.38031E-14
  6464.65    0.13610E-13    0.55639E-14    0.14490E-13    0.59236E-14    0.37997E-14
  6471.42    0.13565E-13    0.55518E-14    0.14014E-13    0.57355E-14    0.37962E-14
  6478.19    0.13493E-13    0.55284E-14    0.13013E-13    0.53317E-14    0.37928E-14
  6484.96    0.13411E-13    0.55011E-14    0.13541E-13    0.55543E-14    0.37894E-14
  6491.75    0.13354E-13    0.54837E-14    0.13511E-13    0.55483E-14    0.37859E-14
  6498.54    0.13275E-13    0.54575E-14    0.13438E-13    0.55246E-14    0.37824E-14
  6505.34    0.13218E-13    0.54405E-14    0.13589E-13    0.55930E-14    0.37789E-14
  6512.15    0.13121E-13    0.54063E-14    0.13920E-13    0.57358E-14    0.37754E-14
  6518.96    0.13053E-13    0.53846E-14    0.13771E-13    0.56805E-14    0.37719E-14
  6525.78    0.12941E-13    0.53444E-14    0.13537E-13    0.55906E-14    0.37684E-14
  6532.61    0.12833E-13    0.53056E-14    0.12469E-13    0.51553E-14    0.37648E-14
  6539.44    0.12699E-13    0.52560E-14    0.12629E-13    0.52272E-14    0.37613E-14
  6546.29    0.12605E-13    0.52230E-14    0.12270E-13    0.50842E-14    0.37577E-14
  6553.14    0.12503E-13    0.51867E-14    0.12231E-13    0.50736E-14    0.37542E-14
  6559.99    0.12446E-13    0.51688E-14    0.12073E-13    0.50139E-14    0.37506E-14
  6566.86    0.12381E-13    0.51476E-14    0.11520E-13    0.47894E-14    0.37470E-14
  6573.73    0.12275E-13    0.51089E-14    0.12014E-13    0.50006E-14    0.37434E-14
  6580.61    0.12155E-13    0.50649E-14    0.13460E-13    0.56085E-14    0.37398E-14
  6587.49    0.12069E-13    0.50346E-14    0.12671E-13    0.52858E-14    0.37362E-14
  6594.38    0.11988E-13    0.50062E-14    0.12301E-13    0.51369E-14    0.37325E-14
  6601.28    0.11904E-13    0.49767E-14    0.11592E-13    0.48463E-14    0.37289E-14
  6608.19    0.11855E-13    0.49619E-14    0.10912E-13    0.45669E-14    0.37252E-14
  6615.10    0.11788E-13    0.49390E-14    0.12026E-13    0.50390E-14    0.37216E-14
  6622.03    0.11705E-13    0.49098E-14    0.11965E-13    0.50189E-14    0.37179E-14
  6628.95    0.11634E-13    0.48854E-14    0.11311E-13    0.47498E-14    0.37142E-14
  6635.89    0.11591E-13    0.48727E-14    0.11343E-13    0.47684E-14    0.37105E-14
  6642.83    0.11543E-13    0.48579E-14    0.10988E-13    0.46244E-14    0.37068E-14
  6649.78    0.11504E-13    0.48468E-14    0.10787E-13    0.45450E-14    0.37031E-14
  6656.74    0.11481E-13    0.48426E-14    0.11576E-13    0.48827E-14    0.36993E-14
  6663.71    0.11445E-13    0.48326E-14    0.11021E-13    0.46538E-14    0.36956E-14
  6670.68    0.11404E-13    0.48208E-14    0.10598E-13    0.44801E-14    0.36918E-14
  6677.66    0.11365E-13    0.48093E-14    0.11004E-13    0.46566E-14    0.36881E-14
  6684.64    0.11331E-13    0.48004E-14    0.10745E-13    0.45521E-14    0.36843E-14
  6691.64    0.11294E-13    0.47897E-14    0.10967E-13    0.46513E-14    0.36805E-14
  6698.64    0.11256E-13    0.47791E-14    0.11772E-13    0.49979E-14    0.36767E-14
  6705.65    0.11224E-13    0.47705E-14    0.11633E-13    0.49444E-14    0.36729E-14
  6712.66    0.11193E-13    0.47626E-14    0.11349E-13    0.48292E-14    0.36691E-14
  6719.69    0.11163E-13    0.47551E-14    0.11499E-13    0.48980E-14    0.36653E-14
  6726.72    0.11141E-13    0.47510E-14    0.11615E-13    0.49532E-14    0.36615E-14
  6733.76    0.11115E-13    0.47447E-14    0.12030E-13    0.51357E-14    0.36576E-14
  6740.80    0.11087E-13    0.47381E-14    0.11143E-13    0.47621E-14    0.36538E-14
  6747.85    0.11063E-13    0.47328E-14    0.10654E-13    0.45579E-14    0.36499E-14
  6754.91    0.11035E-13    0.47262E-14    0.96566E-14    0.41358E-14    0.36460E-14
  6761.98    0.11006E-13    0.47189E-14    0.95535E-14    0.40961E-14    0.36422E-14
  6769.06    0.10980E-13    0.47128E-14    0.10794E-13    0.46328E-14    0.36383E-14
  6776.14    0.10953E-13    0.47064E-14    0.11222E-13    0.48220E-14    0.36344E-14
  6783.23    0.10921E-13    0.46977E-14    0.11187E-13    0.48121E-14    0.36305E-14
  6790.33    0.10892E-13    0.46903E-14    0.10862E-13    0.46774E-14    0.36265E-14
  6797.43    0.10871E-13    0.46863E-14    0.98918E-14    0.42641E-14    0.36226E-14
  6804.54    0.10846E-13    0.46805E-14    0.99494E-14    0.42936E-14    0.36187E-14
  6811.66    0.10820E-13    0.46742E-14    0.10646E-13    0.45991E-14    0.36147E-14
  6818.79    0.10793E-13    0.46675E-14    0.10985E-13    0.47507E-14    0.36108E-14
  6825.92    0.10763E-13    0.46596E-14    0.11820E-13    0.51175E-14    0.36068E-14
  6833.07    0.10730E-13    0.46505E-14    0.10874E-13    0.47127E-14    0.36028E-14
  6840.22    0.10707E-13    0.46452E-14    0.10369E-13    0.44988E-14    0.35989E-14
  6847.37    0.10678E-13    0.46378E-14    0.95494E-14    0.41476E-14    0.35949E-14
  6854.54    0.10655E-13    0.46325E-14    0.96681E-14    0.42036E-14    0.35909E-14
  6861.71    0.10627E-13    0.46256E-14    0.10368E-13    0.45126E-14    0.35869E-14
  6868.89    0.10602E-13    0.46194E-14    0.10891E-13    0.47454E-14    0.35828E-14
  6876.08    0.10573E-13    0.46116E-14    0.10641E-13    0.46413E-14    0.35788E-14
  6883.27    0.10542E-13    0.46033E-14    0.11269E-13    0.49205E-14    0.35748E-14
  6890.47    0.10514E-13    0.45960E-14    0.11085E-13    0.48453E-14    0.35707E-14
  6897.68    0.10493E-13    0.45917E-14    0.10252E-13    0.44862E-14    0.35667E-14
  6904.90    0.10472E-13    0.45874E-14    0.95222E-14    0.41711E-14    0.35626E-14
  6912.12    0.10451E-13    0.45829E-14    0.10042E-13    0.44033E-14    0.35585E-14
  6919.35    0.10433E-13    0.45800E-14    0.94602E-14    0.41528E-14    0.35545E-14
  6926.59    0.10409E-13    0.45742E-14    0.10270E-13    0.45129E-14    0.35504E-14
  6933.84    0.10387E-13    0.45691E-14    0.10757E-13    0.47319E-14    0.35463E-14
  6941.10    0.10365E-13    0.45644E-14    0.10050E-13    0.44255E-14    0.35422E-14
  6948.36    0.10347E-13    0.45614E-14    0.10180E-13    0.44876E-14    0.35381E-14
  6955.63    0.10326E-13    0.45570E-14    0.11159E-13    0.49243E-14    0.35340E-14
  6962.91    0.10302E-13    0.45509E-14    0.10696E-13    0.47252E-14    0.35298E-14
  6970.19    0.10272E-13    0.45424E-14    0.11040E-13    0.48820E-14    0.35257E-14
  6977.48    0.10241E-13    0.45336E-14    0.11072E-13    0.49016E-14    0.35216E-14
  6984.78    0.10211E-13    0.45251E-14    0.10440E-13    0.46264E-14    0.35174E-14
  6992.09    0.10185E-13    0.45181E-14    0.10439E-13    0.46312E-14    0.35133E-14
  6999.41    0.10164E-13    0.45135E-14    0.10248E-13    0.45511E-14    0.35091E-14
  7006.73    0.10141E-13    0.45081E-14    0.10143E-13    0.45091E-14    0.35049E-14
  7014.06    0.10119E-13    0.45029E-14    0.10103E-13    0.44961E-14    0.35007E-14
  7021.40    0.10097E-13    0.44980E-14    0.10064E-13    0.44831E-14    0.34965E-14
  7028.75    0.10076E-13    0.44935E-14    0.10825E-13    0.48273E-14    0.34924E-14
  7036.10    0.10053E-13    0.44880E-14    0.11015E-13    0.49173E-14    0.34882E-14
  7043.46    0.10035E-13    0.44846E-14    0.10884E-13    0.48640E-14    0.34839E-14
  7050.83    0.10018E-13    0.44812E-14    0.10680E-13    0.47775E-14    0.34797E-14
  7058.21    0.99931E-14    0.44750E-14    0.95005E-14    0.42544E-14    0.34755E-14
  7065.60    0.99688E-14    0.44687E-14    0.87311E-14    0.39139E-14    0.34713E-14
  7072.99    0.99437E-14    0.44620E-14    0.91461E-14    0.41041E-14    0.34670E-14
  7080.39    0.99165E-14    0.44545E-14    0.94895E-14    0.42627E-14    0.34628E-14
  7087.80    0.98919E-14    0.44480E-14    0.10057E-13    0.45224E-14    0.34585E-14
  7095.21    0.98716E-14    0.44435E-14    0.10167E-13    0.45766E-14    0.34543E-14
  7102.64    0.98533E-14    0.44398E-14    0.95908E-14    0.43215E-14    0.34500E-14
  7110.07    0.98360E-14    0.44366E-14    0.98799E-14    0.44564E-14    0.34457E-14
  7117.51    0.98166E-14    0.44324E-14    0.94328E-14    0.42591E-14    0.34414E-14
  7124.95    0.98014E-14    0.44301E-14    0.93734E-14    0.42367E-14    0.34372E-14
  7132.41    0.97863E-14    0.44278E-14    0.98563E-14    0.44595E-14    0.34329E-14
  7139.87    0.97693E-14    0.44247E-14    0.10177E-13    0.46091E-14    0.34286E-14
  7147.34    0.97521E-14    0.44214E-14    0.98965E-14    0.44869E-14    0.34242E-14
  7154.82    0.97322E-14    0.44169E-14    0.94551E-14    0.42911E-14    0.34199E-14
  7162.31    0.97056E-14    0.44093E-14    0.88875E-14    0.40377E-14    0.34156E-14
  7169.80    0.96803E-14    0.44023E-14    0.89498E-14    0.40701E-14    0.34113E-14
  7177.30    0.96546E-14    0.43951E-14    0.92602E-14    0.42156E-14    0.34069E-14
  7184.81    0.96282E-14    0.43876E-14    0.94743E-14    0.43175E-14    0.34026E-14
  7192.33    0.96040E-14    0.43810E-14    0.90291E-14    0.41188E-14    0.33983E-14
  7199.85    0.95795E-14    0.43743E-14    0.92166E-14    0.42086E-14    0.33939E-14
  7207.39    0.95543E-14    0.43672E-14    0.92190E-14    0.42140E-14    0.33895E-14
  7214.93    0.95284E-14    0.43598E-14    0.92784E-14    0.42454E-14    0.33852E-14
  7222.48    0.95001E-14    0.43513E-14    0.98618E-14    0.45169E-14    0.33808E-14
  7230.03    0.94692E-14    0.43415E-14    0.95492E-14    0.43782E-14    0.33764E-14
  7237.60    0.94385E-14    0.43318E-14    0.92634E-14    0.42515E-14    0.33720E-14
  7245.17    0.94022E-14    0.43196E-14    0.10230E-13    0.46998E-14    0.33677E-14
  7252.75    0.93670E-14    0.43077E-14    0.91187E-14    0.41936E-14    0.33633E-14
  7260.34    0.93316E-14    0.42958E-14    0.92111E-14    0.42403E-14    0.33589E-14
  7267.94    0.92950E-14    0.42832E-14    0.94112E-14    0.43368E-14    0.33545E-14
  7275.54    0.92503E-14    0.42669E-14    0.89058E-14    0.41081E-14    0.33500E-14
  7283.15    0.92070E-14    0.42513E-14    0.89351E-14    0.41257E-14    0.33456E-14
  7290.77    0.91784E-14    0.42423E-14    0.89196E-14    0.41227E-14    0.33412E-14
  7298.40    0.91277E-14    0.42231E-14    0.79610E-14    0.36833E-14    0.33368E-14
  7306.04    0.90719E-14    0.42015E-14    0.87106E-14    0.40342E-14    0.33323E-14
  7313.68    0.90211E-14    0.41822E-14    0.87562E-14    0.40593E-14    0.33279E-14
  7321.33    0.89566E-14    0.41564E-14    0.86651E-14    0.40212E-14    0.33234E-14
  7328.99    0.88844E-14    0.41271E-14    0.89924E-14    0.41772E-14    0.33190E-14
  7336.66    0.88454E-14    0.41130E-14    0.88422E-14    0.41116E-14    0.33145E-14
  7344.34    0.87978E-14    0.40950E-14    0.93079E-14    0.43324E-14    0.33101E-14
  7352.02    0.87311E-14    0.40680E-14    0.93426E-14    0.43529E-14    0.33056E-14
  7359.72    0.87053E-14    0.40600E-14    0.93561E-14    0.43635E-14    0.33011E-14
  7367.42    0.87107E-14    0.40666E-14    0.91534E-14    0.42732E-14    0.32966E-14
  7375.12    0.87136E-14    0.40720E-14    0.91554E-14    0.42784E-14    0.32922E-14
  7382.84    0.87038E-14    0.40714E-14    0.92657E-14    0.43343E-14    0.32877E-14
  7390.57    0.86657E-14    0.40576E-14    0.90633E-14    0.42438E-14    0.32832E-14
  7398.30    0.85651E-14    0.40145E-14    0.83689E-14    0.39225E-14    0.32787E-14
  7406.04    0.84895E-14    0.39830E-14    0.83612E-14    0.39228E-14    0.32742E-14
  7413.79    0.84140E-14    0.39515E-14    0.87401E-14    0.41047E-14    0.32697E-14
  7421.55    0.83566E-14    0.39284E-14    0.91601E-14    0.43061E-14    0.32652E-14
  7429.31    0.83539E-14    0.39310E-14    0.93996E-14    0.44231E-14    0.32606E-14
  7437.08    0.84027E-14    0.39579E-14    0.84896E-14    0.39988E-14    0.32561E-14
  7444.87    0.84644E-14    0.39909E-14    0.82477E-14    0.38887E-14    0.32516E-14
  7452.65    0.84991E-14    0.40112E-14    0.80560E-14    0.38021E-14    0.32471E-14
  7460.45    0.84631E-14    0.39981E-14    0.79297E-14    0.37461E-14    0.32425E-14
  7468.26    0.83849E-14    0.39651E-14    0.79797E-14    0.37734E-14    0.32380E-14
  7476.07    0.83529E-14    0.39538E-14    0.81730E-14    0.38687E-14    0.32334E-14
  7483.89    0.83160E-14    0.39402E-14    0.78964E-14    0.37414E-14    0.32289E-14
  7491.72    0.82801E-14    0.39270E-14    0.76687E-14    0.36370E-14    0.32243E-14
  7499.56    0.82218E-14    0.39032E-14    0.82273E-14    0.39058E-14    0.32198E-14
  7507.41    0.81682E-14    0.38815E-14    0.79968E-14    0.38001E-14    0.32152E-14
  7515.26    0.81103E-14    0.38578E-14    0.79672E-14    0.37897E-14    0.32107E-14
  7523.13    0.80848E-14    0.38494E-14    0.82478E-14    0.39270E-14    0.32061E-14
  7531.00    0.80513E-14    0.38371E-14    0.80776E-14    0.38497E-14    0.32015E-14
  7538.88    0.80104E-14    0.38214E-14    0.78208E-14    0.37309E-14    0.31969E-14
  7546.77    0.79682E-14    0.38049E-14    0.86319E-14    0.41219E-14    0.31923E-14
  7554.66    0.80481E-14    0.38468E-14    0.82616E-14    0.39489E-14    0.31878E-14
  7562.57    0.81853E-14    0.39162E-14    0.82928E-14    0.39676E-14    0.31832E-14
  7570.48    0.83261E-14    0.39874E-14    0.82687E-14    0.39599E-14    0.31786E-14
  7578.40    0.84312E-14    0.40417E-14    0.84025E-14    0.40279E-14    0.31740E-14
  7586.33    0.84421E-14    0.40508E-14    0.79034E-14    0.37923E-14    0.31694E-14
  7594.27    0.83719E-14    0.40210E-14    0.81603E-14    0.39193E-14    0.31648E-14
  7602.21    0.83346E-14    0.40070E-14    0.78399E-14    0.37691E-14    0.31602E-14
  7610.17    0.83007E-14    0.39945E-14    0.84162E-14    0.40501E-14    0.31556E-14
  7618.13    0.82484E-14    0.39731E-14    0.79244E-14    0.38171E-14    0.31509E-14
  7626.10    0.82174E-14    0.39620E-14    0.89672E-14    0.43236E-14    0.31463E-14
  7634.08    0.82078E-14    0.39612E-14    0.85453E-14    0.41241E-14    0.31417E-14
  7642.07    0.81978E-14    0.39602E-14    0.86046E-14    0.41567E-14    0.31371E-14
  7650.06    0.81729E-14    0.39519E-14    0.82194E-14    0.39744E-14    0.31324E-14
  7658.07    0.81650E-14    0.39519E-14    0.73769E-14    0.35704E-14    0.31278E-14
  7666.08    0.81302E-14    0.39388E-14    0.67840E-14    0.32866E-14    0.31232E-14
  7674.10    0.81588E-14    0.39564E-14    0.80000E-14    0.38794E-14    0.31185E-14
  7682.13    0.82222E-14    0.39910E-14    0.85197E-14    0.41354E-14    0.31139E-14
  7690.17    0.82709E-14    0.40185E-14    0.83579E-14    0.40607E-14    0.31092E-14
  7698.21    0.83089E-14    0.40408E-14    0.87861E-14    0.42728E-14    0.31046E-14
  7706.27    0.83368E-14    0.40582E-14    0.78657E-14    0.38289E-14    0.30999E-14
  7714.33    0.83202E-14    0.40539E-14    0.80436E-14    0.39192E-14    0.30953E-14
  7722.40    0.83188E-14    0.40571E-14    0.87499E-14    0.42674E-14    0.30906E-14
  7730.48    0.83024E-14    0.40530E-14    0.92097E-14    0.44959E-14    0.30860E-14
  7738.57    0.82694E-14    0.40407E-14    0.84553E-14    0.41315E-14    0.30813E-14
  7746.67    0.82387E-14    0.40295E-14    0.78768E-14    0.38525E-14    0.30766E-14
  7754.77    0.82086E-14    0.40185E-14    0.74207E-14    0.36328E-14    0.30720E-14
  7762.89    0.81667E-14    0.40018E-14    0.76229E-14    0.37354E-14    0.30673E-14
  7771.01    0.81309E-14    0.39880E-14    0.77796E-14    0.38157E-14    0.30626E-14
  7779.14    0.80982E-14    0.39758E-14    0.77273E-14    0.37936E-14    0.30579E-14
  7787.28    0.80737E-14    0.39674E-14    0.81683E-14    0.40139E-14    0.30533E-14
  7795.43    0.80552E-14    0.39621E-14    0.82169E-14    0.40416E-14    0.30486E-14
  7803.58    0.80371E-14    0.39569E-14    0.84200E-14    0.41454E-14    0.30439E-14
  7811.75    0.79907E-14    0.39377E-14    0.87883E-14    0.43308E-14    0.30392E-14
  7819.92    0.79398E-14    0.39163E-14    0.78186E-14    0.38565E-14    0.30345E-14
  7828.10    0.78739E-14    0.38875E-14    0.67909E-14    0.33528E-14    0.30298E-14
  7836.29    0.77988E-14    0.38540E-14    0.72150E-14    0.35655E-14    0.30251E-14
  7844.49    0.77462E-14    0.38315E-14    0.74375E-14    0.36789E-14    0.30204E-14
  7852.70    0.77031E-14    0.38138E-14    0.75148E-14    0.37206E-14    0.30157E-14
  7860.92    0.76100E-14    0.37712E-14    0.82596E-14    0.40932E-14    0.30110E-14
  7869.14    0.75189E-14    0.37296E-14    0.83156E-14    0.41247E-14    0.30063E-14
  7877.37    0.74130E-14    0.36804E-14    0.76360E-14    0.37912E-14    0.30016E-14
  7885.62    0.73200E-14    0.36377E-14    0.77282E-14    0.38405E-14    0.29969E-14
  7893.87    0.72975E-14    0.36298E-14    0.72441E-14    0.36033E-14    0.29922E-14
  7902.13    0.72288E-14    0.35990E-14    0.69337E-14    0.34521E-14    0.29875E-14
  7910.39    0.70862E-14    0.35313E-14    0.69704E-14    0.34736E-14    0.29828E-14
  7918.67    0.69183E-14    0.34508E-14    0.70733E-14    0.35281E-14    0.29781E-14
  7926.96    0.67414E-14    0.33657E-14    0.63440E-14    0.31673E-14    0.29734E-14
  7935.25    0.65964E-14    0.32963E-14    0.62640E-14    0.31302E-14    0.29686E-14
  7943.55    0.64451E-14    0.32237E-14    0.59782E-14    0.29902E-14    0.29639E-14
  7951.86    0.62367E-14    0.31223E-14    0.59185E-14    0.29630E-14    0.29592E-14
  7960.18    0.60629E-14    0.30381E-14    0.56422E-14    0.28273E-14    0.29545E-14
  7968.51    0.59235E-14    0.29710E-14    0.56749E-14    0.28463E-14    0.29498E-14
  7976.85    0.58005E-14    0.29120E-14    0.57868E-14    0.29051E-14    0.29450E-14
  7985.20    0.56340E-14    0.28310E-14    0.57579E-14    0.28932E-14    0.29403E-14
  7993.55    0.53840E-14    0.27079E-14    0.60555E-14    0.30456E-14    0.29356E-14
  8001.91    0.51668E-14    0.26010E-14    0.58161E-14    0.29278E-14    0.29308E-14
  8010.29    0.50736E-14    0.25564E-14    0.53948E-14    0.27183E-14    0.29261E-14
  8018.67    0.49472E-14    0.24950E-14    0.52531E-14    0.26493E-14    0.29214E-14
  8027.06    0.47914E-14    0.24186E-14    0.52958E-14    0.26732E-14    0.29166E-14
  8035.46    0.45873E-14    0.23177E-14    0.49990E-14    0.25257E-14    0.29119E-14
  8043.86    0.43888E-14    0.22194E-14    0.46286E-14    0.23407E-14    0.29072E-14
  8052.28    0.42579E-14    0.21552E-14    0.38303E-14    0.19388E-14    0.29024E-14
  8060.71    0.42901E-14    0.21735E-14    0.34754E-14    0.17607E-14    0.28977E-14
  8069.14    0.42197E-14    0.21398E-14    0.37826E-14    0.19181E-14    0.28930E-14
  8077.58    0.41155E-14    0.20888E-14    0.39145E-14    0.19868E-14    0.28882E-14
  8086.03    0.39559E-14    0.20096E-14    0.37093E-14    0.18844E-14    0.28835E-14
  8094.49    0.38824E-14    0.19741E-14    0.39081E-14    0.19872E-14    0.28787E-14
  8102.96    0.39073E-14    0.19885E-14    0.39654E-14    0.20181E-14    0.28740E-14
  8111.44    0.39875E-14    0.20312E-14    0.39272E-14    0.20005E-14    0.28692E-14
  8119.93    0.40046E-14    0.20417E-14    0.46241E-14    0.23576E-14    0.28645E-14
  8128.42    0.39744E-14    0.20282E-14    0.41319E-14    0.21086E-14    0.28598E-14
  8136.93    0.38590E-14    0.19711E-14    0.35831E-14    0.18301E-14    0.28550E-14
  8145.44    0.37911E-14    0.19381E-14    0.37560E-14    0.19202E-14    0.28503E-14
  8153.96    0.37159E-14    0.19014E-14    0.38932E-14    0.19921E-14    0.28455E-14
  8162.50    0.37428E-14    0.19169E-14    0.41218E-14    0.21110E-14    0.28408E-14
  8171.04    0.39244E-14    0.20117E-14    0.46259E-14    0.23713E-14    0.28360E-14
  8179.59    0.41507E-14    0.21296E-14    0.43551E-14    0.22344E-14    0.28313E-14
  8188.14    0.43453E-14    0.22314E-14    0.41235E-14    0.21175E-14    0.28265E-14
  8196.71    0.43860E-14    0.22544E-14    0.40949E-14    0.21047E-14    0.28218E-14
  8205.29    0.43595E-14    0.22427E-14    0.40815E-14    0.20997E-14    0.28170E-14
  8213.87    0.44659E-14    0.22995E-14    0.40163E-14    0.20680E-14    0.28123E-14
  8222.47    0.46434E-14    0.23930E-14    0.42811E-14    0.22063E-14    0.28075E-14
  8231.07    0.47945E-14    0.24731E-14    0.45492E-14    0.23466E-14    0.28028E-14
  8239.68    0.48792E-14    0.25190E-14    0.49928E-14    0.25777E-14    0.27980E-14
  8248.30    0.48345E-14    0.24982E-14    0.50266E-14    0.25974E-14    0.27932E-14
  8256.93    0.48111E-14    0.24883E-14    0.55420E-14    0.28663E-14    0.27885E-14
  8265.57    0.47478E-14    0.24577E-14    0.57005E-14    0.29509E-14    0.27837E-14
  8274.22    0.48959E-14    0.25367E-14    0.56417E-14    0.29230E-14    0.27790E-14
  8282.88    0.51678E-14    0.26799E-14    0.48966E-14    0.25393E-14    0.27742E-14
  8291.54    0.54122E-14    0.28091E-14    0.50022E-14    0.25963E-14    0.27695E-14
  8300.22    0.57780E-14    0.30016E-14    0.45868E-14    0.23828E-14    0.27647E-14
  8308.90    0.61136E-14    0.31788E-14    0.54874E-14    0.28532E-14    0.27600E-14
  8317.60    0.62789E-14    0.32676E-14    0.57726E-14    0.30041E-14    0.27552E-14
  8326.30    0.64850E-14    0.33778E-14    0.66446E-14    0.34610E-14    0.27505E-14
  8335.01    0.65722E-14    0.34263E-14    0.67907E-14    0.35402E-14    0.27457E-14
  8343.73    0.64841E-14    0.33833E-14    0.70583E-14    0.36829E-14    0.27410E-14
  8352.46    0.64811E-14    0.33847E-14    0.67593E-14    0.35300E-14    0.27362E-14
  8361.20    0.64871E-14    0.33908E-14    0.67575E-14    0.35321E-14    0.27315E-14
  8369.95    0.64918E-14    0.33962E-14    0.61586E-14    0.32219E-14    0.27267E-14
  8378.71    0.64926E-14    0.33996E-14    0.62922E-14    0.32947E-14    0.27220E-14
  8387.47    0.64776E-14    0.33947E-14    0.62336E-14    0.32669E-14    0.27172E-14
  8396.25    0.64713E-14    0.33944E-14    0.66172E-14    0.34709E-14    0.27124E-14
  8405.03    0.63947E-14    0.33571E-14    0.64574E-14    0.33901E-14    0.27077E-14
  8413.83    0.65511E-14    0.34422E-14    0.71306E-14    0.37467E-14    0.27029E-14
  8422.63    0.68392E-14    0.35968E-14    0.73915E-14    0.38872E-14    0.26982E-14
  8431.44    0.71592E-14    0.37683E-14    0.72728E-14    0.38281E-14    0.26935E-14
  8440.27    0.74128E-14    0.39052E-14    0.66745E-14    0.35162E-14    0.26887E-14
  8449.10    0.75228E-14    0.39666E-14    0.65494E-14    0.34533E-14    0.26840E-14
  8457.94    0.74148E-14    0.39130E-14    0.63352E-14    0.33433E-14    0.26792E-14
  8466.79    0.74424E-14    0.39310E-14    0.66070E-14    0.34898E-14    0.26745E-14
  8475.65    0.74954E-14    0.39624E-14    0.64462E-14    0.34078E-14    0.26697E-14
  8484.51    0.75511E-14    0.39953E-14    0.65565E-14    0.34691E-14    0.26650E-14
  8493.39    0.75832E-14    0.40158E-14    0.69884E-14    0.37008E-14    0.26602E-14
  8502.28    0.75703E-14    0.40124E-14    0.72699E-14    0.38532E-14    0.26555E-14
  8511.17    0.75369E-14    0.39981E-14    0.82494E-14    0.43761E-14    0.26507E-14
  8520.08    0.75157E-14    0.39903E-14    0.87146E-14    0.46268E-14    0.26460E-14
  8528.99    0.74934E-14    0.39819E-14    0.77705E-14    0.41291E-14    0.26413E-14
  8537.92    0.74712E-14    0.39735E-14    0.69333E-14    0.36874E-14    0.26365E-14
  8546.85    0.74488E-14    0.39650E-14    0.69232E-14    0.36852E-14    0.26318E-14
  8555.79    0.74255E-14    0.39560E-14    0.61201E-14    0.32605E-14    0.26270E-14
  8564.74    0.74009E-14    0.39463E-14    0.67239E-14    0.35852E-14    0.26223E-14
  8573.71    0.73533E-14    0.39242E-14    0.74788E-14    0.39912E-14    0.26176E-14
  8582.68    0.73458E-14    0.39236E-14    0.73914E-14    0.39479E-14    0.26128E-14
  8591.66    0.73817E-14    0.39461E-14    0.73226E-14    0.39145E-14    0.26081E-14
  8600.65    0.73901E-14    0.39540E-14    0.73900E-14    0.39539E-14    0.26034E-14
  8609.64    0.73707E-14    0.39469E-14    0.67314E-14    0.36046E-14    0.25986E-14
  8618.65    0.73165E-14    0.39212E-14    0.68047E-14    0.36469E-14    0.25939E-14
  8627.67    0.72177E-14    0.38716E-14    0.71673E-14    0.38446E-14    0.25892E-14
  8636.70    0.71573E-14    0.38425E-14    0.74590E-14    0.40044E-14    0.25845E-14
  8645.73    0.71454E-14    0.38393E-14    0.76221E-14    0.40955E-14    0.25797E-14
  8654.78    0.71054E-14    0.38210E-14    0.72457E-14    0.38965E-14    0.25750E-14
  8663.83    0.70653E-14    0.38027E-14    0.70132E-14    0.37747E-14    0.25703E-14
  8672.90    0.70232E-14    0.37833E-14    0.68725E-14    0.37021E-14    0.25656E-14
  8681.97    0.69648E-14    0.37549E-14    0.68925E-14    0.37160E-14    0.25609E-14
  8691.06    0.68983E-14    0.37222E-14    0.69377E-14    0.37435E-14    0.25561E-14
  8700.15    0.68645E-14    0.37071E-14    0.70216E-14    0.37920E-14    0.25514E-14
  8709.25    0.68277E-14    0.36903E-14    0.69436E-14    0.37530E-14    0.25467E-14
  8718.37    0.67297E-14    0.36404E-14    0.73781E-14    0.39912E-14    0.25420E-14
  8727.49    0.66376E-14    0.35936E-14    0.75722E-14    0.40996E-14    0.25373E-14
  8736.62    0.65499E-14    0.35491E-14    0.69742E-14    0.37790E-14    0.25326E-14
  8745.76    0.64826E-14    0.35156E-14    0.62261E-14    0.33765E-14    0.25279E-14
  8754.91    0.64692E-14    0.35113E-14    0.55060E-14    0.29885E-14    0.25232E-14
  8764.07    0.64686E-14    0.35139E-14    0.58094E-14    0.31558E-14    0.25185E-14
  8773.24    0.64223E-14    0.34916E-14    0.60405E-14    0.32841E-14    0.25138E-14
  8782.42    0.63564E-14    0.34587E-14    0.60460E-14    0.32898E-14    0.25091E-14
  8791.61    0.62724E-14    0.34158E-14    0.58667E-14    0.31949E-14    0.25044E-14
  8800.81    0.61665E-14    0.33610E-14    0.59357E-14    0.32352E-14    0.24997E-14
  8810.02    0.61205E-14    0.33387E-14    0.59609E-14    0.32516E-14    0.24950E-14
  8819.23    0.61063E-14    0.33337E-14    0.65131E-14    0.35558E-14    0.24903E-14
