  2509.17    0.12048E-15    0.89252E-17    0.22186-159    0.16436-160    0.78314E-15
  3412.34    0.92043E-14    0.14275E-14    0.87591E-14    0.13585E-14    0.25282E-14
  3415.91    0.94787E-14    0.14733E-14    0.92879E-14    0.14436E-14    0.25349E-14
  3419.49    0.99334E-14    0.15473E-14    0.96668E-14    0.15057E-14    0.25416E-14
  3423.07    0.10371E-13    0.16189E-14    0.10564E-13    0.16490E-14    0.25483E-14
  3426.65    0.10686E-13    0.16717E-14    0.10920E-13    0.17082E-14    0.25550E-14
  3430.23    0.11006E-13    0.17254E-14    0.11227E-13    0.17600E-14    0.25617E-14
  3433.82    0.11295E-13    0.17744E-14    0.11811E-13    0.18556E-14    0.25684E-14
  3437.42    0.11735E-13    0.18475E-14    0.12178E-13    0.19173E-14    0.25751E-14
  3441.01    0.12219E-13    0.19278E-14    0.11614E-13    0.18324E-14    0.25818E-14
  3444.61    0.12586E-13    0.19900E-14    0.10462E-13    0.16540E-14    0.25885E-14
  3448.22    0.12855E-13    0.20368E-14    0.10054E-13    0.15929E-14    0.25952E-14
  3451.82    0.13119E-13    0.20831E-14    0.10048E-13    0.15954E-14    0.26018E-14
  3455.44    0.13191E-13    0.20989E-14    0.10192E-13    0.16217E-14    0.26085E-14
  3459.05    0.13614E-13    0.21708E-14    0.12526E-13    0.19974E-14    0.26152E-14
  3462.67    0.14139E-13    0.22592E-14    0.13699E-13    0.21889E-14    0.26219E-14
  3466.29    0.14608E-13    0.23391E-14    0.14333E-13    0.22951E-14    0.26285E-14
  3469.92    0.15123E-13    0.24267E-14    0.14698E-13    0.23586E-14    0.26352E-14
  3473.55    0.15464E-13    0.24867E-14    0.14983E-13    0.24094E-14    0.26418E-14
  3477.18    0.15518E-13    0.25007E-14    0.13891E-13    0.22385E-14    0.26485E-14
  3480.82    0.15753E-13    0.25439E-14    0.16547E-13    0.26721E-14    0.26551E-14
  3484.46    0.15886E-13    0.25708E-14    0.16286E-13    0.26356E-14    0.26618E-14
  3488.11    0.15975E-13    0.25907E-14    0.16573E-13    0.26876E-14    0.26684E-14
  3491.76    0.16108E-13    0.26177E-14    0.15574E-13    0.25308E-14    0.26751E-14
  3495.41    0.16209E-13    0.26396E-14    0.15547E-13    0.25319E-14    0.26817E-14
  3499.07    0.16194E-13    0.26427E-14    0.14269E-13    0.23286E-14    0.26883E-14
  3502.73    0.16322E-13    0.26692E-14    0.14764E-13    0.24144E-14    0.26949E-14
  3506.40    0.16296E-13    0.26706E-14    0.14017E-13    0.22970E-14    0.27016E-14
  3510.07    0.16336E-13    0.26827E-14    0.15496E-13    0.25448E-14    0.27082E-14
  3513.74    0.16211E-13    0.26677E-14    0.18008E-13    0.29634E-14    0.27148E-14
  3517.41    0.16458E-13    0.27140E-14    0.19443E-13    0.32062E-14    0.27214E-14
  3521.09    0.16894E-13    0.27917E-14    0.18218E-13    0.30105E-14    0.27280E-14
  3524.78    0.17321E-13    0.28683E-14    0.16805E-13    0.27828E-14    0.27346E-14
  3528.47    0.17571E-13    0.29156E-14    0.14947E-13    0.24802E-14    0.27411E-14
  3532.16    0.17675E-13    0.29390E-14    0.14773E-13    0.24564E-14    0.27477E-14
  3535.85    0.17358E-13    0.28922E-14    0.16526E-13    0.27537E-14    0.27543E-14
  3539.55    0.17261E-13    0.28820E-14    0.15297E-13    0.25541E-14    0.27609E-14
  3543.26    0.17241E-13    0.28847E-14    0.13312E-13    0.22274E-14    0.27674E-14
  3546.96    0.17182E-13    0.28808E-14    0.13296E-13    0.22292E-14    0.27740E-14
  3550.68    0.17082E-13    0.28698E-14    0.12846E-13    0.21582E-14    0.27805E-14
  3554.39    0.16973E-13    0.28576E-14    0.14137E-13    0.23801E-14    0.27871E-14
  3558.11    0.16766E-13    0.28285E-14    0.17463E-13    0.29460E-14    0.27936E-14
  3561.83    0.16578E-13    0.28026E-14    0.16538E-13    0.27958E-14    0.28001E-14
  3565.56    0.16230E-13    0.27494E-14    0.15979E-13    0.27068E-14    0.28067E-14
  3569.29    0.15868E-13    0.26935E-14    0.17304E-13    0.29373E-14    0.28132E-14
  3573.02    0.15546E-13    0.26443E-14    0.16317E-13    0.27755E-14    0.28197E-14
  3576.76    0.15136E-13    0.25799E-14    0.15347E-13    0.26157E-14    0.28262E-14
  3580.50    0.14710E-13    0.25123E-14    0.15942E-13    0.27228E-14    0.28327E-14
  3584.25    0.14324E-13    0.24515E-14    0.13785E-13    0.23593E-14    0.28392E-14
  3588.00    0.14069E-13    0.24127E-14    0.12857E-13    0.22049E-14    0.28457E-14
  3591.76    0.13893E-13    0.23874E-14    0.13028E-13    0.22388E-14    0.28521E-14
  3595.51    0.13567E-13    0.23361E-14    0.12309E-13    0.21196E-14    0.28586E-14
  3599.28    0.12869E-13    0.22205E-14    0.11944E-13    0.20608E-14    0.28651E-14
  3603.04    0.12009E-13    0.20763E-14    0.11921E-13    0.20611E-14    0.28715E-14
  3606.81    0.11212E-13    0.19424E-14    0.12579E-13    0.21792E-14    0.28780E-14
  3610.58    0.10870E-13    0.18871E-14    0.12182E-13    0.21147E-14    0.28844E-14
  3614.36    0.10904E-13    0.18968E-14    0.10967E-13    0.19077E-14    0.28908E-14
  3618.14    0.10882E-13    0.18968E-14    0.10058E-13    0.17531E-14    0.28973E-14
  3621.93    0.10408E-13    0.18178E-14    0.95042E-14    0.16600E-14    0.29037E-14
  3625.72    0.95947E-14    0.16792E-14    0.81606E-14    0.14282E-14    0.29101E-14
  3629.51    0.85891E-14    0.15062E-14    0.84128E-14    0.14753E-14    0.29165E-14
  3633.31    0.77054E-14    0.13540E-14    0.80146E-14    0.14083E-14    0.29229E-14
  3637.11    0.72994E-14    0.12852E-14    0.68807E-14    0.12115E-14    0.29293E-14
  3640.92    0.72479E-14    0.12787E-14    0.64242E-14    0.11334E-14    0.29356E-14
  3644.73    0.72097E-14    0.12746E-14    0.61538E-14    0.10879E-14    0.29420E-14
  3648.54    0.69641E-14    0.12336E-14    0.61923E-14    0.10969E-14    0.29484E-14
  3652.36    0.65635E-14    0.11650E-14    0.62874E-14    0.11160E-14    0.29547E-14
  3656.18    0.61479E-14    0.10934E-14    0.56847E-14    0.10110E-14    0.29611E-14
  3660.00    0.59366E-14    0.10579E-14    0.56106E-14    0.99985E-15    0.29674E-14
  3663.83    0.57112E-14    0.10198E-14    0.54709E-14    0.97691E-15    0.29737E-14
  3667.67    0.55696E-14    0.99652E-15    0.52423E-14    0.93795E-15    0.29800E-14
  3671.50    0.53033E-14    0.95077E-15    0.57297E-14    0.10272E-14    0.29863E-14
  3675.35    0.51135E-14    0.91856E-15    0.59730E-14    0.10730E-14    0.29926E-14
  3679.19    0.50106E-14    0.90187E-15    0.54890E-14    0.98799E-15    0.29989E-14
  3683.04    0.50792E-14    0.91605E-15    0.68570E-14    0.12367E-14    0.30052E-14
  3686.89    0.51036E-14    0.92228E-15    0.66044E-14    0.11935E-14    0.30115E-14
  3690.75    0.52775E-14    0.95559E-15    0.64351E-14    0.11652E-14    0.30177E-14
  3694.61    0.53848E-14    0.97696E-15    0.62373E-14    0.11316E-14    0.30240E-14
  3698.48    0.53925E-14    0.98031E-15    0.56548E-14    0.10280E-14    0.30302E-14
  3702.35    0.54069E-14    0.98487E-15    0.53066E-14    0.96660E-15    0.30364E-14
  3706.22    0.54116E-14    0.98768E-15    0.59192E-14    0.10803E-14    0.30427E-14
  3710.10    0.54523E-14    0.99708E-15    0.52122E-14    0.95317E-15    0.30489E-14
  3713.98    0.58080E-14    0.10642E-14    0.57868E-14    0.10603E-14    0.30551E-14
  3717.87    0.61128E-14    0.11223E-14    0.56784E-14    0.10425E-14    0.30613E-14
  3721.76    0.61368E-14    0.11289E-14    0.51406E-14    0.94565E-15    0.30674E-14
  3725.65    0.65021E-14    0.11985E-14    0.55989E-14    0.10320E-14    0.30736E-14
  3729.55    0.70226E-14    0.12969E-14    0.57585E-14    0.10635E-14    0.30798E-14
  3733.45    0.75351E-14    0.13943E-14    0.71049E-14    0.13147E-14    0.30859E-14
  3737.36    0.81823E-14    0.15171E-14    0.84720E-14    0.15708E-14    0.30921E-14
  3741.27    0.87342E-14    0.16226E-14    0.84139E-14    0.15631E-14    0.30982E-14
  3745.18    0.89354E-14    0.16632E-14    0.78397E-14    0.14592E-14    0.31043E-14
  3749.10    0.93565E-14    0.17450E-14    0.81510E-14    0.15201E-14    0.31104E-14
  3753.03    0.98747E-14    0.18452E-14    0.80537E-14    0.15049E-14    0.31165E-14
  3756.95    0.10589E-13    0.19825E-14    0.91718E-14    0.17172E-14    0.31226E-14
  3760.88    0.11289E-13    0.21177E-14    0.10141E-13    0.19024E-14    0.31287E-14
  3764.82    0.11630E-13    0.21859E-14    0.11139E-13    0.20937E-14    0.31347E-14
  3768.76    0.12039E-13    0.22673E-14    0.11044E-13    0.20798E-14    0.31408E-14
  3772.70    0.12507E-13    0.23599E-14    0.11268E-13    0.21262E-14    0.31468E-14
  3776.65    0.12938E-13    0.24461E-14    0.11545E-13    0.21827E-14    0.31529E-14
  3780.60    0.13575E-13    0.25714E-14    0.11887E-13    0.22517E-14    0.31589E-14
  3784.55    0.14261E-13    0.27066E-14    0.12171E-13    0.23099E-14    0.31649E-14
  3788.51    0.14530E-13    0.27630E-14    0.12607E-13    0.23973E-14    0.31709E-14
  3792.48    0.15172E-13    0.28907E-14    0.13285E-13    0.25311E-14    0.31769E-14
  3796.45    0.15836E-13    0.30231E-14    0.13715E-13    0.26182E-14    0.31828E-14
  3800.42    0.16045E-13    0.30688E-14    0.12969E-13    0.24804E-14    0.31888E-14
  3804.39    0.16316E-13    0.31266E-14    0.14153E-13    0.27122E-14    0.31947E-14
  3808.38    0.16682E-13    0.32030E-14    0.15834E-13    0.30402E-14    0.32007E-14
  3812.36    0.16846E-13    0.32407E-14    0.16266E-13    0.31291E-14    0.32066E-14
  3816.35    0.17029E-13    0.32823E-14    0.15552E-13    0.29975E-14    0.32125E-14
  3820.34    0.17374E-13    0.33552E-14    0.14860E-13    0.28697E-14    0.32184E-14
  3824.34    0.17545E-13    0.33946E-14    0.12171E-13    0.23549E-14    0.32243E-14
  3828.34    0.17886E-13    0.34673E-14    0.13774E-13    0.26701E-14    0.32302E-14
  3832.35    0.18150E-13    0.35252E-14    0.16616E-13    0.32272E-14    0.32360E-14
  3836.36    0.18195E-13    0.35407E-14    0.19405E-13    0.37761E-14    0.32419E-14
  3840.37    0.18072E-13    0.35235E-14    0.19272E-13    0.37573E-14    0.32477E-14
  3844.39    0.18411E-13    0.35964E-14    0.19884E-13    0.38842E-14    0.32535E-14
  3848.41    0.18850E-13    0.36892E-14    0.18784E-13    0.36762E-14    0.32594E-14
  3852.44    0.19257E-13    0.37760E-14    0.18884E-13    0.37028E-14    0.32652E-14
  3856.47    0.19934E-13    0.39162E-14    0.19055E-13    0.37434E-14    0.32709E-14
  3860.50    0.20598E-13    0.40543E-14    0.18650E-13    0.36708E-14    0.32767E-14
  3864.54    0.21121E-13    0.41652E-14    0.17435E-13    0.34382E-14    0.32825E-14
  3868.59    0.21525E-13    0.42529E-14    0.17572E-13    0.34719E-14    0.32882E-14
  3872.63    0.21614E-13    0.42785E-14    0.18697E-13    0.37011E-14    0.32940E-14
  3876.68    0.21259E-13    0.42161E-14    0.20565E-13    0.40785E-14    0.32997E-14
  3880.74    0.21089E-13    0.41904E-14    0.22178E-13    0.44067E-14    0.33054E-14
  3884.80    0.21224E-13    0.42252E-14    0.22275E-13    0.44344E-14    0.33111E-14
  3888.87    0.21464E-13    0.42811E-14    0.21531E-13    0.42944E-14    0.33168E-14
  3892.93    0.21635E-13    0.43232E-14    0.20670E-13    0.41304E-14    0.33224E-14
  3897.01    0.21821E-13    0.43687E-14    0.20891E-13    0.41824E-14    0.33281E-14
  3901.09    0.21748E-13    0.43622E-14    0.21779E-13    0.43685E-14    0.33337E-14
  3905.17    0.21541E-13    0.43288E-14    0.21774E-13    0.43756E-14    0.33393E-14
  3909.25    0.21361E-13    0.43006E-14    0.22207E-13    0.44710E-14    0.33449E-14
  3913.34    0.21339E-13    0.43042E-14    0.21043E-13    0.42446E-14    0.33505E-14
  3917.44    0.21348E-13    0.43141E-14    0.20372E-13    0.41170E-14    0.33561E-14
  3921.54    0.21321E-13    0.43168E-14    0.19239E-13    0.38954E-14    0.33617E-14
  3925.64    0.21192E-13    0.42987E-14    0.20181E-13    0.40936E-14    0.33672E-14
  3929.75    0.21137E-13    0.42956E-14    0.21803E-13    0.44308E-14    0.33728E-14
  3933.86    0.21265E-13    0.43297E-14    0.23213E-13    0.47262E-14    0.33783E-14
  3937.97    0.21644E-13    0.44150E-14    0.22001E-13    0.44879E-14    0.33838E-14
  3942.09    0.22007E-13    0.44974E-14    0.21837E-13    0.44626E-14    0.33893E-14
  3946.22    0.22355E-13    0.45770E-14    0.19701E-13    0.40337E-14    0.33948E-14
  3950.35    0.22784E-13    0.46736E-14    0.19430E-13    0.39856E-14    0.34003E-14
  3954.48    0.23330E-13    0.47944E-14    0.20784E-13    0.42713E-14    0.34057E-14
  3958.62    0.23842E-13    0.49087E-14    0.21438E-13    0.44138E-14    0.34111E-14
  3962.76    0.24082E-13    0.49673E-14    0.20162E-13    0.41587E-14    0.34166E-14
  3966.91    0.23999E-13    0.49594E-14    0.21927E-13    0.45311E-14    0.34220E-14
  3971.06    0.23798E-13    0.49268E-14    0.22010E-13    0.45567E-14    0.34274E-14
  3975.21    0.23748E-13    0.49256E-14    0.22484E-13    0.46634E-14    0.34327E-14
  3979.37    0.23729E-13    0.49307E-14    0.23161E-13    0.48127E-14    0.34381E-14
  3983.54    0.23637E-13    0.49206E-14    0.22541E-13    0.46924E-14    0.34434E-14
  3987.70    0.23575E-13    0.49168E-14    0.20496E-13    0.42746E-14    0.34488E-14
  3991.88    0.23666E-13    0.49447E-14    0.20730E-13    0.43313E-14    0.34541E-14
  3996.05    0.23371E-13    0.48922E-14    0.21264E-13    0.44510E-14    0.34594E-14
  4000.23    0.22921E-13    0.48067E-14    0.23225E-13    0.48705E-14    0.34647E-14
  4004.42    0.22378E-13    0.47015E-14    0.24769E-13    0.52037E-14    0.34699E-14
  4008.61    0.21736E-13    0.45748E-14    0.24549E-13    0.51670E-14    0.34752E-14
  4012.80    0.21760E-13    0.45883E-14    0.23139E-13    0.48791E-14    0.34804E-14
  4017.00    0.22412E-13    0.47344E-14    0.22420E-13    0.47361E-14    0.34857E-14
  4021.20    0.23006E-13    0.48688E-14    0.22887E-13    0.48435E-14    0.34909E-14
  4025.41    0.23488E-13    0.49799E-14    0.24116E-13    0.51129E-14    0.34960E-14
  4029.62    0.23763E-13    0.50474E-14    0.23726E-13    0.50396E-14    0.35012E-14
  4033.84    0.23641E-13    0.50306E-14    0.21872E-13    0.46541E-14    0.35064E-14
  4038.06    0.23640E-13    0.50394E-14    0.20697E-13    0.44120E-14    0.35115E-14
  4042.28    0.23764E-13    0.50752E-14    0.20497E-13    0.43775E-14    0.35166E-14
  4046.51    0.23856E-13    0.51040E-14    0.22460E-13    0.48052E-14    0.35218E-14
  4050.75    0.23878E-13    0.51179E-14    0.24216E-13    0.51904E-14    0.35268E-14
  4054.99    0.23942E-13    0.51410E-14    0.23856E-13    0.51225E-14    0.35319E-14
  4059.23    0.23987E-13    0.51599E-14    0.20689E-13    0.44505E-14    0.35370E-14
  4063.48    0.23957E-13    0.51627E-14    0.20592E-13    0.44377E-14    0.35420E-14
  4067.73    0.24033E-13    0.51885E-14    0.20758E-13    0.44814E-14    0.35470E-14
  4071.98    0.23995E-13    0.51897E-14    0.21757E-13    0.47056E-14    0.35521E-14
  4076.24    0.23956E-13    0.51905E-14    0.23306E-13    0.50497E-14    0.35570E-14
  4080.51    0.23814E-13    0.51690E-14    0.24062E-13    0.52230E-14    0.35620E-14
  4084.78    0.23586E-13    0.51288E-14    0.21451E-13    0.46645E-14    0.35670E-14
  4089.05    0.23341E-13    0.50845E-14    0.22677E-13    0.49399E-14    0.35719E-14
  4093.33    0.23162E-13    0.50546E-14    0.22695E-13    0.49528E-14    0.35769E-14
  4097.61    0.23030E-13    0.50349E-14    0.21796E-13    0.47651E-14    0.35818E-14
  4101.90    0.23027E-13    0.50432E-14    0.22003E-13    0.48190E-14    0.35866E-14
  4106.19    0.23022E-13    0.50509E-14    0.22694E-13    0.49790E-14    0.35915E-14
  4110.49    0.22963E-13    0.50470E-14    0.21561E-13    0.47388E-14    0.35964E-14
  4114.79    0.22957E-13    0.50548E-14    0.22576E-13    0.49708E-14    0.36012E-14
  4119.09    0.22942E-13    0.50604E-14    0.23236E-13    0.51253E-14    0.36060E-14
  4123.40    0.22935E-13    0.50680E-14    0.22611E-13    0.49964E-14    0.36108E-14
  4127.72    0.22872E-13    0.50631E-14    0.22096E-13    0.48911E-14    0.36156E-14
  4132.04    0.22775E-13    0.50505E-14    0.22459E-13    0.49803E-14    0.36204E-14
  4136.36    0.22648E-13    0.50313E-14    0.22625E-13    0.50260E-14    0.36251E-14
  4140.69    0.22560E-13    0.50206E-14    0.23529E-13    0.52363E-14    0.36299E-14
  4145.02    0.22454E-13    0.50058E-14    0.23733E-13    0.52909E-14    0.36346E-14
  4149.36    0.22344E-13    0.49900E-14    0.23322E-13    0.52085E-14    0.36393E-14
  4153.70    0.22221E-13    0.49714E-14    0.22225E-13    0.49724E-14    0.36440E-14
  4158.05    0.22068E-13    0.49458E-14    0.21024E-13    0.47118E-14    0.36486E-14
  4162.40    0.21931E-13    0.49237E-14    0.19670E-13    0.44163E-14    0.36533E-14
  4166.75    0.21800E-13    0.49031E-14    0.19212E-13    0.43209E-14    0.36579E-14
  4171.11    0.21617E-13    0.48703E-14    0.19291E-13    0.43464E-14    0.36625E-14
  4175.48    0.21379E-13    0.48252E-14    0.20483E-13    0.46229E-14    0.36671E-14
  4179.84    0.21190E-13    0.47909E-14    0.20867E-13    0.47179E-14    0.36717E-14
  4184.22    0.21003E-13    0.47570E-14    0.21424E-13    0.48524E-14    0.36762E-14
  4188.60    0.20816E-13    0.47229E-14    0.21293E-13    0.48311E-14    0.36808E-14
  4192.98    0.20623E-13    0.46873E-14    0.21414E-13    0.48672E-14    0.36853E-14
  4197.36    0.20384E-13    0.46412E-14    0.21439E-13    0.48813E-14    0.36898E-14
  4201.76    0.20173E-13    0.46011E-14    0.21174E-13    0.48293E-14    0.36943E-14
  4206.15    0.19992E-13    0.45677E-14    0.20060E-13    0.45833E-14    0.36987E-14
  4210.55    0.19775E-13    0.45260E-14    0.20096E-13    0.45996E-14    0.37032E-14
  4214.96    0.19506E-13    0.44723E-14    0.19202E-13    0.44024E-14    0.37076E-14
  4219.37    0.19174E-13    0.44038E-14    0.18791E-13    0.43158E-14    0.37120E-14
  4223.78    0.18755E-13    0.43150E-14    0.17695E-13    0.40712E-14    0.37164E-14
  4228.20    0.18504E-13    0.42646E-14    0.17021E-13    0.39229E-14    0.37208E-14
  4232.63    0.18291E-13    0.42229E-14    0.15830E-13    0.36547E-14    0.37251E-14
  4237.06    0.18158E-13    0.41993E-14    0.16591E-13    0.38370E-14    0.37294E-14
  4241.49    0.17963E-13    0.41615E-14    0.16292E-13    0.37745E-14    0.37338E-14
  4245.93    0.17883E-13    0.41501E-14    0.17005E-13    0.39464E-14    0.37380E-14
  4250.37    0.17849E-13    0.41493E-14    0.16111E-13    0.37454E-14    0.37423E-14
  4254.82    0.17835E-13    0.41532E-14    0.16893E-13    0.39338E-14    0.37466E-14
  4259.27    0.17728E-13    0.41356E-14    0.16701E-13    0.38959E-14    0.37508E-14
  4263.72    0.17598E-13    0.41123E-14    0.17566E-13    0.41047E-14    0.37550E-14
  4268.19    0.17296E-13    0.40485E-14    0.17551E-13    0.41083E-14    0.37592E-14
  4272.65    0.17079E-13    0.40047E-14    0.18164E-13    0.42591E-14    0.37634E-14
  4277.12    0.16795E-13    0.39447E-14    0.17131E-13    0.40237E-14    0.37676E-14
  4281.60    0.16716E-13    0.39330E-14    0.18521E-13    0.43576E-14    0.37717E-14
  4286.08    0.16827E-13    0.39658E-14    0.18517E-13    0.43641E-14    0.37758E-14
  4290.56    0.17126E-13    0.40432E-14    0.18405E-13    0.43451E-14    0.37799E-14
  4295.05    0.17376E-13    0.41094E-14    0.18869E-13    0.44624E-14    0.37840E-14
  4299.54    0.17497E-13    0.41450E-14    0.17521E-13    0.41506E-14    0.37881E-14
  4304.04    0.17301E-13    0.41054E-14    0.16415E-13    0.38952E-14    0.37921E-14
  4308.55    0.17255E-13    0.41015E-14    0.16829E-13    0.40003E-14    0.37961E-14
  4313.05    0.17171E-13    0.40885E-14    0.16269E-13    0.38737E-14    0.38001E-14
  4317.57    0.17138E-13    0.40877E-14    0.15602E-13    0.37214E-14    0.38041E-14
  4322.08    0.17100E-13    0.40855E-14    0.16822E-13    0.40191E-14    0.38081E-14
  4326.61    0.17099E-13    0.40921E-14    0.15226E-13    0.36438E-14    0.38120E-14
  4331.13    0.17124E-13    0.41052E-14    0.16423E-13    0.39371E-14    0.38159E-14
  4335.66    0.17105E-13    0.41075E-14    0.17613E-13    0.42295E-14    0.38198E-14
  4340.20    0.17022E-13    0.40945E-14    0.18469E-13    0.44425E-14    0.38237E-14
  4344.74    0.16973E-13    0.40895E-14    0.19465E-13    0.46900E-14    0.38276E-14
  4349.29    0.16857E-13    0.40684E-14    0.19848E-13    0.47903E-14    0.38314E-14
  4353.84    0.17154E-13    0.41472E-14    0.19203E-13    0.46424E-14    0.38353E-14
  4358.39    0.17703E-13    0.42869E-14    0.17891E-13    0.43326E-14    0.38391E-14
  4362.95    0.18229E-13    0.44218E-14    0.17233E-13    0.41801E-14    0.38429E-14
  4367.52    0.18667E-13    0.45358E-14    0.16789E-13    0.40792E-14    0.38466E-14
  4372.09    0.18943E-13    0.46105E-14    0.16972E-13    0.41307E-14    0.38504E-14
  4376.66    0.18886E-13    0.46042E-14    0.17440E-13    0.42518E-14    0.38541E-14
  4381.24    0.19013E-13    0.46430E-14    0.19114E-13    0.46677E-14    0.38578E-14
  4385.83    0.19139E-13    0.46815E-14    0.19311E-13    0.47236E-14    0.38615E-14
  4390.42    0.19267E-13    0.47209E-14    0.20545E-13    0.50339E-14    0.38651E-14
  4395.01    0.19397E-13    0.47605E-14    0.19603E-13    0.48111E-14    0.38688E-14
  4399.61    0.19493E-13    0.47921E-14    0.18348E-13    0.45105E-14    0.38724E-14
  4404.21    0.19547E-13    0.48133E-14    0.18498E-13    0.45551E-14    0.38760E-14
  4408.82    0.19601E-13    0.48347E-14    0.17978E-13    0.44343E-14    0.38796E-14
  4413.43    0.19673E-13    0.48606E-14    0.18809E-13    0.46471E-14    0.38831E-14
  4418.05    0.19730E-13    0.48826E-14    0.19073E-13    0.47202E-14    0.38867E-14
  4422.67    0.19848E-13    0.49200E-14    0.19722E-13    0.48888E-14    0.38902E-14
  4427.30    0.19967E-13    0.49577E-14    0.21897E-13    0.54369E-14    0.38937E-14
  4431.93    0.20103E-13    0.49998E-14    0.21104E-13    0.52486E-14    0.38972E-14
  4436.57    0.20185E-13    0.50286E-14    0.19971E-13    0.49751E-14    0.39006E-14
  4441.21    0.20320E-13    0.50704E-14    0.19555E-13    0.48796E-14    0.39041E-14
  4445.86    0.20420E-13    0.51038E-14    0.19554E-13    0.48874E-14    0.39075E-14
  4450.51    0.20547E-13    0.51440E-14    0.20453E-13    0.51204E-14    0.39109E-14
  4455.17    0.20691E-13    0.51885E-14    0.21951E-13    0.55045E-14    0.39143E-14
  4459.83    0.20847E-13    0.52364E-14    0.21108E-13    0.53020E-14    0.39176E-14
  4464.49    0.20931E-13    0.52660E-14    0.20064E-13    0.50480E-14    0.39209E-14
  4469.16    0.21012E-13    0.52952E-14    0.19710E-13    0.49671E-14    0.39242E-14
  4473.84    0.21030E-13    0.53084E-14    0.19138E-13    0.48308E-14    0.39275E-14
  4478.52    0.21007E-13    0.53113E-14    0.19000E-13    0.48038E-14    0.39308E-14
  4483.21    0.20975E-13    0.53119E-14    0.18666E-13    0.47271E-14    0.39341E-14
  4487.90    0.20953E-13    0.53148E-14    0.19487E-13    0.49431E-14    0.39373E-14
  4492.59    0.20933E-13    0.53186E-14    0.19916E-13    0.50601E-14    0.39405E-14
  4497.29    0.20925E-13    0.53251E-14    0.21515E-13    0.54754E-14    0.39437E-14
  4502.00    0.20916E-13    0.53314E-14    0.21760E-13    0.55466E-14    0.39468E-14
  4506.71    0.20934E-13    0.53449E-14    0.21669E-13    0.55326E-14    0.39500E-14
  4511.43    0.20893E-13    0.53430E-14    0.20482E-13    0.52380E-14    0.39531E-14
  4516.15    0.20829E-13    0.53353E-14    0.20570E-13    0.52690E-14    0.39562E-14
  4520.87    0.20742E-13    0.53215E-14    0.20373E-13    0.52269E-14    0.39593E-14
  4525.60    0.20649E-13    0.53063E-14    0.20545E-13    0.52796E-14    0.39623E-14
  4530.34    0.20603E-13    0.53031E-14    0.20795E-13    0.53526E-14    0.39654E-14
  4535.08    0.20601E-13    0.53111E-14    0.21017E-13    0.54183E-14    0.39684E-14
  4539.82    0.20566E-13    0.53106E-14    0.20604E-13    0.53204E-14    0.39714E-14
  4544.57    0.20531E-13    0.53103E-14    0.21647E-13    0.55989E-14    0.39744E-14
  4549.33    0.20499E-13    0.53105E-14    0.21416E-13    0.55481E-14    0.39773E-14
  4554.09    0.20397E-13    0.52926E-14    0.20188E-13    0.52383E-14    0.39802E-14
  4558.85    0.20295E-13    0.52746E-14    0.19387E-13    0.50385E-14    0.39832E-14
  4563.62    0.20177E-13    0.52524E-14    0.19914E-13    0.51838E-14    0.39860E-14
  4568.40    0.20034E-13    0.52236E-14    0.19178E-13    0.50003E-14    0.39889E-14
  4573.18    0.19898E-13    0.51963E-14    0.19857E-13    0.51856E-14    0.39917E-14
  4577.96    0.19763E-13    0.51693E-14    0.19876E-13    0.51990E-14    0.39946E-14
  4582.75    0.19574E-13    0.51282E-14    0.19036E-13    0.49872E-14    0.39974E-14
  4587.55    0.19405E-13    0.50920E-14    0.18502E-13    0.48551E-14    0.40002E-14
  4592.35    0.19281E-13    0.50675E-14    0.18692E-13    0.49127E-14    0.40029E-14
  4597.15    0.19157E-13    0.50430E-14    0.18558E-13    0.48853E-14    0.40056E-14
  4601.96    0.19029E-13    0.50173E-14    0.18253E-13    0.48127E-14    0.40084E-14
  4606.78    0.18875E-13    0.49846E-14    0.19360E-13    0.51125E-14    0.40111E-14
  4611.60    0.18731E-13    0.49545E-14    0.20041E-13    0.53008E-14    0.40137E-14
  4616.42    0.18619E-13    0.49325E-14    0.19329E-13    0.51206E-14    0.40164E-14
  4621.25    0.18543E-13    0.49204E-14    0.18931E-13    0.50231E-14    0.40190E-14
  4626.09    0.18416E-13    0.48942E-14    0.17950E-13    0.47706E-14    0.40216E-14
  4630.93    0.18251E-13    0.48581E-14    0.17778E-13    0.47324E-14    0.40242E-14
  4635.77    0.18113E-13    0.48290E-14    0.18764E-13    0.50025E-14    0.40268E-14
  4640.62    0.17961E-13    0.47960E-14    0.18920E-13    0.50523E-14    0.40293E-14
  4645.48    0.17869E-13    0.47791E-14    0.17015E-13    0.45507E-14    0.40318E-14
  4650.34    0.17766E-13    0.47589E-14    0.15754E-13    0.42200E-14    0.40343E-14
  4655.20    0.17608E-13    0.47242E-14    0.15768E-13    0.42304E-14    0.40368E-14
  4660.07    0.17405E-13    0.46770E-14    0.17566E-13    0.47203E-14    0.40393E-14
  4664.95    0.17303E-13    0.46570E-14    0.18627E-13    0.50133E-14    0.40417E-14
  4669.83    0.17197E-13    0.46357E-14    0.18869E-13    0.50864E-14    0.40441E-14
  4674.72    0.17149E-13    0.46298E-14    0.17468E-13    0.47160E-14    0.40465E-14
  4679.61    0.17104E-13    0.46249E-14    0.16722E-13    0.45217E-14    0.40488E-14
