3.359396504723149974e+03 2.201142999999999961e-15
3.363672294254130065e+03 3.208948000000000172e-15
3.367948083785110157e+03 4.542625000000000327e-15
3.372223873316089794e+03 5.191745000000000115e-15
3.376499662847069885e+03 4.780681000000000029e-15
3.380775452378049977e+03 4.809495999999999690e-15
3.385051241909030068e+03 6.097378999999999874e-15
3.389327031440010160e+03 5.290951000000000331e-15
3.393602820970989796e+03 3.969453000000000093e-15
3.397878610501969888e+03 2.985822000000000104e-15
3.402154400032949980e+03 3.265525000000000145e-15
3.406430189563930071e+03 1.181591999999999972e-15
3.410705979094910163e+03 1.077615000000000058e-15
3.414981768625879795e+03 1.575200000000000037e-15
3.419257558156859886e+03 1.959228999999999872e-15
3.423533347687839978e+03 3.328655000000000049e-15
3.427809137218820069e+03 2.957668999999999980e-15
3.432084926749800161e+03 3.400606000000000180e-15
3.436360716280779798e+03 5.710606999999999670e-15
3.440636505811759889e+03 4.548392000000000170e-15
3.444912295342739981e+03 3.737975000000000160e-15
3.449188084873720072e+03 3.103357000000000149e-15
3.453463874404700164e+03 3.077000999999999924e-15
3.457739663935679800e+03 4.335767000000000389e-15
3.462015453466659892e+03 4.819931000000000026e-15
3.466291242997639984e+03 5.070596999999999749e-15
3.470567032528620075e+03 3.916086000000000028e-15
3.474842822059600167e+03 4.965215999999999782e-15
3.479118611590569799e+03 4.129437999999999871e-15
3.483394401121549890e+03 2.497782999999999985e-15
3.487670190652529982e+03 7.440463999999999885e-16
3.491945980183510073e+03 2.264806000000000144e-15
3.496221769714490165e+03 4.785307000000000195e-15
3.500497559245469802e+03 4.677082000000000295e-15
3.504773348776449893e+03 3.748852999999999624e-15
3.509049138307429985e+03 3.785341999999999732e-15
3.513324927838410076e+03 3.585589999999999953e-15
3.517600717369390168e+03 3.248021999999999908e-15
3.521876506900369804e+03 3.375629000000000169e-15
3.526152296431349896e+03 2.436837000000000118e-15
3.530428085962329988e+03 2.858354999999999881e-15
3.534703875493300075e+03 4.884445000000000032e-15
3.538979665024280166e+03 4.237242999999999658e-15
3.543255454555259803e+03 3.533631999999999829e-15
3.547531244086239894e+03 2.118942000000000107e-15
3.551807033617219986e+03 2.771695000000000165e-15
3.556082823148200077e+03 3.600161000000000323e-15
3.560358612679180169e+03 2.916788000000000174e-15
3.564634402210159806e+03 1.897660000000000153e-15
3.568910191741139897e+03 2.352656000000000181e-15
3.573185981272119989e+03 2.821529000000000099e-15
3.577461770803100080e+03 2.117505000000000080e-15
3.581737560334080172e+03 2.432013000000000101e-15
3.586013349865059809e+03 2.223083000000000077e-15
3.590289139396039900e+03 2.334486999999999944e-15
3.594564928927009987e+03 1.758318999999999927e-15
3.598840718457990079e+03 1.779179000000000033e-15
3.603116507988970170e+03 1.693185999999999939e-15
3.607392297519949807e+03 1.413106999999999949e-15
3.611668087050929898e+03 9.734733999999999989e-16
3.615943876581909990e+03 1.091000999999999996e-15
3.620219666112890081e+03 1.460212999999999969e-15
3.624495455643870173e+03 2.126134999999999985e-15
3.628771245174849810e+03 1.342388000000000071e-15
3.633047034705829901e+03 9.925897000000000764e-16
3.637322824236809993e+03 1.268471000000000097e-15
3.641598613767790084e+03 1.010129000000000089e-15
3.645874403298770176e+03 8.837619000000000398e-16
3.650150192829749813e+03 1.240832999999999942e-15
3.654425982360729904e+03 1.438882000000000057e-15
3.658701771891699991e+03 1.217231000000000077e-15
3.662977561422680083e+03 8.735071999999999799e-16
3.667253350953660174e+03 8.462254999999999689e-16
3.671529140484639811e+03 1.010705999999999940e-15
3.675804930015619902e+03 1.137008000000000075e-15
3.680080719546599994e+03 7.373812000000000434e-16
3.684356509077580085e+03 9.812958999999999401e-16
3.688632298608560177e+03 1.344824000000000097e-15
3.692908088139539814e+03 1.171684000000000009e-15
